id_student,gender,city,age_band,previous_attempts,final_result,course_name,hours_finished,course_id,churn_label
484171,1,Suez,1,1,Withdrawn,Software Engineering Principles,18,DDD_2014J,True
467700,1,Zagazig,1,1,Pass,Networking & Cybersecurity,23,FFF_2013B,False
683664,0,Asyut,1,0,Pass,Data Analysis Fundamentals,32,BBB_2014J,False
480579,0,El Mahalla El Kubra,1,0,Pass,Artificial Intelligence Fundamentals,34,EEE_2014J,False
615437,1,Port Said,1,0,Pass,Web Development Basics,37,CCC_2014B,False
559603,0,Luxor,2,0,Pass,Data Analysis Fundamentals,37,BBB_2013B,False
474677,1,Asyut,1,1,Fail,Networking & Cybersecurity,25,FFF_2014B,True
482030,1,Shubra El Kheima,1,0,Pass,Artificial Intelligence Fundamentals,44,EEE_2014J,False
584594,1,Giza,1,0,Fail,Networking & Cybersecurity,12,FFF_2013J,True
698205,0,Fayyum,2,0,Withdrawn,Data Analysis Fundamentals,3,BBB_2014J,True
650637,1,Shubra El Kheima,1,0,Withdrawn,Networking & Cybersecurity,12,FFF_2014J,True
2472178,1,Ismailia,2,0,Fail,Artificial Intelligence Fundamentals,21,EEE_2014B,True
636458,1,Ismailia,2,0,Fail,Database Management & SQL,10,GGG_2014J,True
164968,1,Hurghada,1,0,Pass,Artificial Intelligence Fundamentals,39,EEE_2013J,False
439806,0,El Mahalla El Kubra,1,0,Distinction,Data Analysis Fundamentals,25,BBB_2014J,False
653352,1,Alexandria,1,0,Pass,Artificial Intelligence Fundamentals,46,EEE_2014J,False
586705,1,Aswan,1,0,Distinction,Networking & Cybersecurity,25,FFF_2013J,False
576409,1,Minya,1,0,Withdrawn,Artificial Intelligence Fundamentals,16,EEE_2013J,True
522441,1,Shubra El Kheima,2,0,Pass,Data Analysis Fundamentals,28,BBB_2013J,False
654002,1,Fayyum,1,0,Distinction,Web Development Basics,45,CCC_2014J,False
563787,0,Giza,1,0,Distinction,Networking & Cybersecurity,29,FFF_2013J,False
550610,1,Minya,1,0,Withdrawn,Networking & Cybersecurity,4,FFF_2013B,True
465732,1,Tanta,1,1,Fail,Web Development Basics,40,CCC_2014J,True
566153,0,Hurghada,1,0,Withdrawn,Database Management & SQL,15,GGG_2013J,True
433280,0,Ismailia,1,0,Pass,Data Analysis Fundamentals,37,BBB_2013J,False
1340760,1,Beni Suef,3,0,Withdrawn,Web Development Basics,24,CCC_2014J,True
675947,1,Luxor,2,0,Withdrawn,Networking & Cybersecurity,11,FFF_2014J,True
542557,1,Giza,2,0,Distinction,Web Development Basics,53,CCC_2014J,False
627097,0,Alexandria,1,0,Pass,Software Engineering Principles,40,DDD_2014J,False
2278390,1,Mansoura,2,0,Fail,Data Analysis Fundamentals,11,BBB_2014J,True
479356,1,Tanta,2,0,Pass,Networking & Cybersecurity,23,FFF_2013B,False
633695,1,Giza,1,0,Distinction,Web Development Basics,42,CCC_2014B,False
478792,0,Mansoura,1,0,Fail,Data Analysis Fundamentals,15,BBB_2013B,True
598649,0,Shubra El Kheima,1,0,Fail,Networking & Cybersecurity,12,FFF_2013J,True
601550,0,Fayyum,2,0,Pass,Web Development Basics,51,CCC_2014B,False
539066,0,El Mahalla El Kubra,1,0,Pass,Software Engineering Principles,46,DDD_2013B,False
578258,1,Aswan,1,0,Withdrawn,Networking & Cybersecurity,6,FFF_2013J,True
522478,0,Ismailia,2,0,Fail,Data Analysis Fundamentals,18,BBB_2014J,True
505762,0,Suez,1,0,Distinction,Database Management & SQL,27,GGG_2014J,False
598226,0,Ismailia,1,0,Fail,Database Management & SQL,25,GGG_2013J,True
602511,0,Ismailia,1,0,Pass,Networking & Cybersecurity,23,FFF_2013J,False
533689,0,Luxor,1,0,Fail,Web Development Basics,40,CCC_2014J,True
512404,0,El Mahalla El Kubra,1,0,Withdrawn,Software Engineering Principles,23,DDD_2013B,True
1559959,1,Giza,2,1,Withdrawn,Networking & Cybersecurity,4,FFF_2013J,True
516047,1,Hurghada,1,0,Withdrawn,Artificial Intelligence Fundamentals,2,EEE_2013J,True
649389,1,Suez,1,0,Withdrawn,Networking & Cybersecurity,14,FFF_2014J,True
379528,1,Minya,1,0,Pass,Artificial Intelligence Fundamentals,43,EEE_2013J,False
575560,0,Mansoura,2,0,Distinction,Data Analysis Fundamentals,34,BBB_2013J,False
561978,0,Suez,1,1,Distinction,Data Analysis Fundamentals,34,BBB_2014B,False
576876,1,Aswan,1,0,Withdrawn,Web Development Basics,4,CCC_2014J,True
602365,1,Fayyum,1,0,Pass,Software Engineering Principles,46,DDD_2014B,False
605130,1,El Mahalla El Kubra,1,0,Withdrawn,Artificial Intelligence Fundamentals,4,EEE_2014B,True
1982166,1,Minya,2,0,Pass,Web Development Basics,52,CCC_2014J,False
545048,0,Mansoura,1,0,Fail,Networking & Cybersecurity,18,FFF_2013B,True
678107,0,Asyut,2,0,Withdrawn,Data Analysis Fundamentals,7,BBB_2014J,True
2487982,1,Alexandria,2,4,Pass,Networking & Cybersecurity,23,FFF_2013J,False
420935,1,Mansoura,2,0,Distinction,Web Development Basics,41,CCC_2014B,False
634655,1,Alexandria,2,0,Withdrawn,Web Development Basics,10,CCC_2014B,True
627316,1,Asyut,1,0,Withdrawn,Data Analysis Fundamentals,14,BBB_2014B,True
650751,0,Fayyum,1,0,Distinction,Database Management & SQL,34,GGG_2014J,False
590881,1,El Mahalla El Kubra,1,0,Withdrawn,Software Engineering Principles,26,DDD_2013J,True
497619,0,Giza,1,1,Fail,Database Management & SQL,18,GGG_2014B,True
649780,1,Luxor,1,0,Pass,Software Engineering Principles,41,DDD_2014J,False
351293,1,Beni Suef,1,2,Withdrawn,Networking & Cybersecurity,12,FFF_2014J,True
610267,1,Asyut,1,0,Withdrawn,Networking & Cybersecurity,13,FFF_2014B,True
674497,1,Luxor,1,0,Pass,Networking & Cybersecurity,29,FFF_2014J,False
606492,0,Damietta,1,0,Fail,Software Engineering Principles,37,DDD_2013J,True
345442,1,Fayyum,1,0,Fail,Networking & Cybersecurity,16,FFF_2014B,True
541774,0,Aswan,1,0,Fail,Database Management & SQL,19,GGG_2014J,True
371169,1,Port Said,1,0,Withdrawn,Networking & Cybersecurity,8,FFF_2013B,True
622333,1,El Mahalla El Kubra,1,0,Withdrawn,Software Engineering Principles,3,DDD_2014B,True
655086,0,Port Said,2,0,Fail,Data Analysis Fundamentals,9,BBB_2014J,True
407500,1,Mansoura,1,1,Pass,Networking & Cybersecurity,23,FFF_2014B,False
498131,0,Minya,1,0,Pass,Data Analysis Fundamentals,33,BBB_2013B,False
607733,0,Minya,1,0,Withdrawn,Networking & Cybersecurity,6,FFF_2014J,True
581676,1,El Mahalla El Kubra,2,0,Fail,Web Development Basics,26,CCC_2014J,True
339853,0,Beni Suef,1,0,Pass,Database Management & SQL,38,GGG_2013J,False
683713,0,Zagazig,2,0,Pass,Software Engineering Principles,44,DDD_2014J,False
676366,1,Beni Suef,1,0,Withdrawn,Web Development Basics,12,CCC_2014J,True
624938,1,Fayyum,1,0,Pass,Database Management & SQL,36,GGG_2014B,False
629993,1,Ismailia,1,0,Fail,Networking & Cybersecurity,11,FFF_2014B,True
385341,0,Mansoura,1,0,Fail,Data Analysis Fundamentals,9,BBB_2014J,True
478718,0,Port Said,1,1,Fail,Data Analysis Fundamentals,13,BBB_2013J,True
484999,1,Damanhur,1,1,Withdrawn,Software Engineering Principles,7,DDD_2013J,True
655869,1,Damietta,1,0,Distinction,Artificial Intelligence Fundamentals,46,EEE_2014J,False
676882,1,Giza,1,0,Pass,Networking & Cybersecurity,32,FFF_2014J,False
379042,1,Alexandria,1,0,Pass,Web Development Basics,47,CCC_2014J,False
618983,0,Shubra El Kheima,2,0,Fail,Data Analysis Fundamentals,25,BBB_2014J,True
130992,1,Port Said,1,0,Pass,Networking & Cybersecurity,32,FFF_2014B,False
546912,1,Suez,1,0,Pass,Networking & Cybersecurity,25,FFF_2013B,False
273346,1,Zagazig,2,0,Pass,Introduction to Computing,40,AAA_2014J,False
630047,1,Hurghada,1,0,Pass,Artificial Intelligence Fundamentals,40,EEE_2014B,False
488550,0,Giza,1,0,Withdrawn,Software Engineering Principles,24,DDD_2013J,True
622859,1,Fayyum,1,0,Pass,Networking & Cybersecurity,33,FFF_2014B,False
618580,0,Fayyum,1,0,Withdrawn,Database Management & SQL,7,GGG_2014B,True
603529,1,Hurghada,1,0,Pass,Networking & Cybersecurity,24,FFF_2013J,False
579448,0,Aswan,1,1,Withdrawn,Data Analysis Fundamentals,5,BBB_2014B,True
2617002,0,Damanhur,1,0,Pass,Introduction to Computing,33,AAA_2013J,False
508446,1,El Mahalla El Kubra,1,0,Withdrawn,Software Engineering Principles,25,DDD_2014B,True
632483,0,Minya,1,0,Pass,Database Management & SQL,38,GGG_2014B,False
593954,0,Cairo,1,0,Pass,Database Management & SQL,26,GGG_2013J,False
688843,0,Shubra El Kheima,1,0,Fail,Software Engineering Principles,28,DDD_2014J,True
625502,1,Minya,1,0,Withdrawn,Software Engineering Principles,14,DDD_2014J,True
588910,0,El Mahalla El Kubra,2,0,Pass,Data Analysis Fundamentals,27,BBB_2013J,False
434353,0,Asyut,2,1,Pass,Data Analysis Fundamentals,26,BBB_2013B,False
2517826,0,Shubra El Kheima,2,0,Withdrawn,Software Engineering Principles,12,DDD_2013B,True
548926,0,Tanta,1,0,Fail,Networking & Cybersecurity,25,FFF_2013B,True
691257,0,Zagazig,1,0,Withdrawn,Web Development Basics,10,CCC_2014J,True
501637,0,Suez,1,1,Pass,Data Analysis Fundamentals,31,BBB_2013J,False
509034,0,Aswan,2,0,Pass,Database Management & SQL,35,GGG_2013J,False
508059,1,Cairo,1,1,Fail,Networking & Cybersecurity,13,FFF_2013J,True
2522312,1,El Mahalla El Kubra,2,0,Withdrawn,Data Analysis Fundamentals,18,BBB_2013J,True
652267,0,Damanhur,1,0,Fail,Software Engineering Principles,43,DDD_2014J,True
363738,1,Suez,1,0,Withdrawn,Networking & Cybersecurity,5,FFF_2013J,True
2272630,0,Damanhur,2,0,Withdrawn,Data Analysis Fundamentals,10,BBB_2013J,True
294578,1,Shubra El Kheima,1,0,Withdrawn,Artificial Intelligence Fundamentals,8,EEE_2014B,True
524261,0,Tanta,2,0,Withdrawn,Software Engineering Principles,10,DDD_2013B,True
465392,1,Damanhur,2,0,Distinction,Artificial Intelligence Fundamentals,31,EEE_2013J,False
604752,0,Hurghada,1,0,Fail,Data Analysis Fundamentals,20,BBB_2013J,True
626552,0,Luxor,1,0,Withdrawn,Software Engineering Principles,16,DDD_2014J,True
1917808,0,Port Said,2,0,Withdrawn,Database Management & SQL,2,GGG_2014J,True
434503,1,Ismailia,1,1,Withdrawn,Artificial Intelligence Fundamentals,8,EEE_2014J,True
630326,1,Suez,1,0,Pass,Networking & Cybersecurity,33,FFF_2014B,False
326995,1,Minya,1,0,Withdrawn,Networking & Cybersecurity,5,FFF_2014B,True
557891,1,Damanhur,1,0,Pass,Networking & Cybersecurity,24,FFF_2013B,False
611017,0,Cairo,1,0,Pass,Data Analysis Fundamentals,31,BBB_2013J,False
630980,1,Hurghada,2,0,Withdrawn,Artificial Intelligence Fundamentals,23,EEE_2014B,True
634784,1,Asyut,2,0,Fail,Networking & Cybersecurity,11,FFF_2014B,True
51153,0,Damietta,2,0,Pass,Software Engineering Principles,53,DDD_2014J,False
574722,1,Cairo,1,0,Pass,Networking & Cybersecurity,32,FFF_2013J,False
695982,0,Shubra El Kheima,2,0,Withdrawn,Data Analysis Fundamentals,5,BBB_2014J,True
573893,0,Ismailia,2,0,Fail,Data Analysis Fundamentals,22,BBB_2013J,True
2147889,0,Tanta,2,0,Withdrawn,Web Development Basics,11,CCC_2014J,True
553556,0,Mansoura,1,0,Withdrawn,Data Analysis Fundamentals,12,BBB_2013J,True
2257112,1,Alexandria,2,0,Distinction,Networking & Cybersecurity,30,FFF_2014B,False
570280,1,Mansoura,1,0,Withdrawn,Networking & Cybersecurity,10,FFF_2013J,True
623333,0,Beni Suef,2,0,Pass,Data Analysis Fundamentals,25,BBB_2014B,False
278773,0,Giza,1,0,Withdrawn,Data Analysis Fundamentals,16,BBB_2013J,True
145114,0,Giza,1,0,Pass,Software Engineering Principles,45,DDD_2014B,False
543788,0,Damietta,2,0,Pass,Software Engineering Principles,42,DDD_2013J,False
31663,1,Giza,2,0,Pass,Data Analysis Fundamentals,25,BBB_2013B,False
654325,1,Minya,1,0,Withdrawn,Artificial Intelligence Fundamentals,15,EEE_2014J,True
636484,1,Port Said,1,0,Pass,Software Engineering Principles,53,DDD_2014J,False
255548,1,Port Said,2,0,Pass,Introduction to Computing,27,AAA_2013J,False
550842,1,Damietta,2,0,Withdrawn,Data Analysis Fundamentals,10,BBB_2013B,True
600320,0,Minya,2,0,Withdrawn,Database Management & SQL,6,GGG_2013J,True
581584,0,Suez,1,0,Withdrawn,Software Engineering Principles,20,DDD_2013J,True
617018,1,El Mahalla El Kubra,1,0,Fail,Networking & Cybersecurity,10,FFF_2014B,True
620112,1,Damanhur,1,0,Withdrawn,Networking & Cybersecurity,12,FFF_2014B,True
605988,1,Hurghada,2,0,Pass,Networking & Cybersecurity,27,FFF_2013J,False
547332,0,Zagazig,2,0,Withdrawn,Web Development Basics,25,CCC_2014B,True
509737,0,Luxor,2,1,Fail,Data Analysis Fundamentals,10,BBB_2013B,True
1894419,1,Minya,2,0,Fail,Artificial Intelligence Fundamentals,18,EEE_2014B,True
542054,1,Luxor,1,0,Withdrawn,Web Development Basics,5,CCC_2014J,True
2289032,1,Tanta,2,0,Fail,Web Development Basics,38,CCC_2014B,True
230340,1,Fayyum,1,0,Withdrawn,Web Development Basics,24,CCC_2014B,True
674691,0,Ismailia,1,0,Distinction,Networking & Cybersecurity,25,FFF_2014J,False
683777,0,Aswan,1,0,Pass,Web Development Basics,48,CCC_2014J,False
510460,1,Damanhur,2,0,Pass,Artificial Intelligence Fundamentals,44,EEE_2013J,False
589017,1,Aswan,1,0,Withdrawn,Networking & Cybersecurity,10,FFF_2013J,True
497405,1,Shubra El Kheima,3,1,Withdrawn,Software Engineering Principles,17,DDD_2014B,True
395169,0,Mansoura,1,0,Withdrawn,Data Analysis Fundamentals,6,BBB_2014J,True
305064,1,Mansoura,1,0,Pass,Networking & Cybersecurity,23,FFF_2014J,False
556450,1,Giza,1,0,Fail,Web Development Basics,38,CCC_2014J,True
470534,0,Asyut,1,0,Withdrawn,Artificial Intelligence Fundamentals,21,EEE_2013J,True
484816,1,Cairo,1,0,Fail,Software Engineering Principles,32,DDD_2013B,True
69439,1,Beni Suef,1,0,Withdrawn,Networking & Cybersecurity,7,FFF_2014J,True
382125,1,Minya,1,1,Withdrawn,Networking & Cybersecurity,7,FFF_2013J,True
532988,1,Mansoura,1,1,Fail,Software Engineering Principles,35,DDD_2014B,True
635113,0,Beni Suef,1,0,Pass,Data Analysis Fundamentals,36,BBB_2014B,False
596029,1,Mansoura,1,0,Fail,Networking & Cybersecurity,24,FFF_2013J,True
629867,1,Cairo,2,0,Fail,Networking & Cybersecurity,22,FFF_2014B,True
492979,0,Giza,1,0,Pass,Data Analysis Fundamentals,33,BBB_2014J,False
551856,1,Alexandria,1,0,Fail,Artificial Intelligence Fundamentals,11,EEE_2014B,True
547666,1,Mansoura,1,0,Withdrawn,Networking & Cybersecurity,4,FFF_2013B,True
625812,1,Giza,1,0,Withdrawn,Networking & Cybersecurity,15,FFF_2014B,True
549951,0,Alexandria,1,0,Pass,Web Development Basics,47,CCC_2014B,False
635245,1,Asyut,2,0,Fail,Data Analysis Fundamentals,7,BBB_2014B,True
561444,0,Giza,1,0,Pass,Data Analysis Fundamentals,26,BBB_2013B,False
654796,0,Damanhur,1,0,Withdrawn,Data Analysis Fundamentals,13,BBB_2014J,True
184236,1,Mansoura,1,0,Withdrawn,Data Analysis Fundamentals,1,BBB_2013J,True
522894,0,El Mahalla El Kubra,2,0,Pass,Data Analysis Fundamentals,26,BBB_2013J,False
596860,1,Damietta,2,0,Pass,Networking & Cybersecurity,29,FFF_2013J,False
265497,1,Luxor,1,0,Pass,Networking & Cybersecurity,31,FFF_2014J,False
624804,0,Minya,1,0,Pass,Software Engineering Principles,52,DDD_2014B,False
487681,0,Port Said,1,0,Pass,Data Analysis Fundamentals,27,BBB_2013J,False
689493,0,Beni Suef,1,0,Withdrawn,Data Analysis Fundamentals,14,BBB_2014J,True
329659,0,Beni Suef,1,0,Fail,Introduction to Computing,13,AAA_2014J,True
602573,1,Damietta,1,0,Distinction,Database Management & SQL,30,GGG_2013J,False
335264,0,Mansoura,1,0,Withdrawn,Software Engineering Principles,23,DDD_2013B,True
572832,1,Damietta,1,0,Pass,Networking & Cybersecurity,30,FFF_2014B,False
96729,1,Zagazig,1,1,Pass,Networking & Cybersecurity,33,FFF_2013B,False
694106,1,Luxor,1,0,Withdrawn,Artificial Intelligence Fundamentals,16,EEE_2014J,True
543383,1,Shubra El Kheima,1,0,Withdrawn,Software Engineering Principles,18,DDD_2013B,True
444907,1,Shubra El Kheima,1,0,Pass,Networking & Cybersecurity,23,FFF_2014J,False
159596,1,Zagazig,1,0,Withdrawn,Software Engineering Principles,12,DDD_2013B,True
1420575,1,Ismailia,2,0,Pass,Database Management & SQL,29,GGG_2014J,False
529304,1,Zagazig,1,1,Pass,Artificial Intelligence Fundamentals,35,EEE_2014B,False
409109,0,Zagazig,1,2,Pass,Software Engineering Principles,59,DDD_2013B,False
443108,0,Aswan,1,1,Fail,Data Analysis Fundamentals,15,BBB_2013J,True
559902,1,Alexandria,1,1,Fail,Networking & Cybersecurity,24,FFF_2013J,True
303288,1,Shubra El Kheima,1,0,Fail,Networking & Cybersecurity,19,FFF_2013B,True
550941,0,Alexandria,1,1,Pass,Data Analysis Fundamentals,35,BBB_2013J,False
422006,0,Fayyum,1,0,Pass,Networking & Cybersecurity,28,FFF_2013J,False
574028,1,Asyut,1,0,Pass,Networking & Cybersecurity,29,FFF_2014B,False
638243,1,Shubra El Kheima,1,0,Withdrawn,Web Development Basics,14,CCC_2014J,True
560968,0,Mansoura,2,0,Distinction,Data Analysis Fundamentals,27,BBB_2013B,False
592997,1,Luxor,2,0,Fail,Web Development Basics,32,CCC_2014J,True
134188,1,Luxor,1,0,Pass,Software Engineering Principles,44,DDD_2013B,False
63112,1,Minya,2,0,Pass,Artificial Intelligence Fundamentals,31,EEE_2013J,False
618145,0,Aswan,1,0,Distinction,Data Analysis Fundamentals,33,BBB_2014B,False
2176759,1,Port Said,2,0,Pass,Networking & Cybersecurity,24,FFF_2014B,False
442359,1,Zagazig,1,0,Pass,Artificial Intelligence Fundamentals,46,EEE_2014J,False
503610,1,Suez,1,1,Pass,Web Development Basics,54,CCC_2014J,False
656026,1,El Mahalla El Kubra,1,0,Withdrawn,Web Development Basics,25,CCC_2014J,True
395367,0,Aswan,1,0,Withdrawn,Networking & Cybersecurity,7,FFF_2013B,True
539675,0,Mansoura,1,1,Fail,Data Analysis Fundamentals,7,BBB_2014B,True
543459,1,Giza,1,0,Pass,Software Engineering Principles,58,DDD_2013B,False
645705,1,Aswan,1,0,Pass,Networking & Cybersecurity,27,FFF_2014J,False
234406,0,Minya,1,0,Pass,Software Engineering Principles,59,DDD_2013J,False
541999,1,Shubra El Kheima,1,0,Fail,Artificial Intelligence Fundamentals,35,EEE_2014B,True
675516,1,Alexandria,1,0,Fail,Software Engineering Principles,40,DDD_2014J,True
690940,0,Minya,1,0,Withdrawn,Data Analysis Fundamentals,6,BBB_2014J,True
424437,0,Cairo,1,0,Pass,Networking & Cybersecurity,27,FFF_2013J,False
677400,0,Giza,2,0,Distinction,Networking & Cybersecurity,33,FFF_2014J,False
2418045,1,Mansoura,2,1,Pass,Software Engineering Principles,45,DDD_2013B,False
2686865,0,Suez,1,2,Pass,Software Engineering Principles,42,DDD_2014B,False
519945,0,Zagazig,2,0,Withdrawn,Data Analysis Fundamentals,11,BBB_2013J,True
2399361,0,Damietta,1,1,Withdrawn,Data Analysis Fundamentals,17,BBB_2013B,True
599542,1,Damietta,1,0,Fail,Web Development Basics,32,CCC_2014B,True
599315,1,Luxor,2,0,Distinction,Networking & Cybersecurity,29,FFF_2013J,False
127580,0,Fayyum,1,0,Pass,Software Engineering Principles,41,DDD_2014B,False
583427,0,Alexandria,1,0,Withdrawn,Artificial Intelligence Fundamentals,15,EEE_2013J,True
597010,0,Suez,1,1,Pass,Database Management & SQL,39,GGG_2014B,False
551053,0,Fayyum,2,1,Fail,Data Analysis Fundamentals,10,BBB_2014B,True
656438,0,Cairo,1,0,Fail,Database Management & SQL,19,GGG_2014J,True
55242,0,Fayyum,1,0,Fail,Software Engineering Principles,40,DDD_2013B,True
696696,0,El Mahalla El Kubra,1,0,Distinction,Web Development Basics,50,CCC_2014J,False
604270,1,Aswan,2,0,Pass,Artificial Intelligence Fundamentals,42,EEE_2014B,False
536794,1,Tanta,1,0,Withdrawn,Software Engineering Principles,21,DDD_2014B,True
629081,1,Zagazig,1,0,Fail,Artificial Intelligence Fundamentals,19,EEE_2014B,True
2373648,0,Minya,2,0,Withdrawn,Web Development Basics,10,CCC_2014J,True
677867,1,Damietta,2,0,Withdrawn,Networking & Cybersecurity,14,FFF_2014J,True
629632,0,Port Said,1,0,Withdrawn,Web Development Basics,22,CCC_2014B,True
687190,0,Luxor,1,0,Distinction,Web Development Basics,52,CCC_2014J,False
576445,0,Tanta,2,0,Withdrawn,Data Analysis Fundamentals,17,BBB_2014J,True
635233,1,Luxor,1,0,Distinction,Database Management & SQL,33,GGG_2014B,False
144959,1,Alexandria,1,0,Withdrawn,Networking & Cybersecurity,9,FFF_2013J,True
540909,1,Beni Suef,1,0,Withdrawn,Networking & Cybersecurity,14,FFF_2013J,True
113565,1,Minya,1,0,Pass,Networking & Cybersecurity,30,FFF_2013J,False
586145,0,Alexandria,1,0,Fail,Data Analysis Fundamentals,22,BBB_2013J,True
653292,1,Asyut,1,0,Withdrawn,Database Management & SQL,16,GGG_2014J,True
294999,1,Alexandria,1,0,Withdrawn,Data Analysis Fundamentals,17,BBB_2013B,True
554407,0,Alexandria,2,0,Withdrawn,Software Engineering Principles,12,DDD_2014J,True
674406,1,Beni Suef,1,0,Pass,Networking & Cybersecurity,27,FFF_2014J,False
581851,1,Damietta,2,1,Pass,Artificial Intelligence Fundamentals,32,EEE_2014J,False
603908,0,Damanhur,1,0,Pass,Data Analysis Fundamentals,32,BBB_2013J,False
611060,0,Damanhur,2,0,Pass,Data Analysis Fundamentals,25,BBB_2013J,False
585359,0,Suez,1,0,Fail,Software Engineering Principles,27,DDD_2013J,True
587285,0,Alexandria,1,0,Withdrawn,Data Analysis Fundamentals,11,BBB_2013J,True
589963,1,Damanhur,1,1,Pass,Software Engineering Principles,45,DDD_2014B,False
544963,1,Giza,2,0,Pass,Networking & Cybersecurity,29,FFF_2013B,False
570280,1,Suez,1,1,Fail,Networking & Cybersecurity,7,FFF_2014J,True
154073,1,Giza,1,0,Fail,Software Engineering Principles,13,DDD_2014J,True
574815,1,Hurghada,1,0,Withdrawn,Networking & Cybersecurity,14,FFF_2013J,True
42638,1,Giza,2,0,Pass,Web Development Basics,42,CCC_2014B,False
2689863,0,Mansoura,1,1,Pass,Software Engineering Principles,41,DDD_2014J,False
650400,1,Fayyum,1,0,Withdrawn,Networking & Cybersecurity,9,FFF_2014J,True
554266,1,Shubra El Kheima,2,0,Withdrawn,Web Development Basics,21,CCC_2014J,True
592007,1,Beni Suef,1,0,Fail,Web Development Basics,17,CCC_2014B,True
682359,0,Mansoura,2,0,Withdrawn,Networking & Cybersecurity,11,FFF_2014J,True
682239,1,Beni Suef,1,0,Pass,Artificial Intelligence Fundamentals,32,EEE_2014J,False
414758,1,Hurghada,1,3,Pass,Software Engineering Principles,40,DDD_2013B,False
576481,0,Alexandria,1,0,Withdrawn,Artificial Intelligence Fundamentals,13,EEE_2013J,True
627217,0,Hurghada,2,0,Distinction,Database Management & SQL,33,GGG_2014B,False
561231,0,Giza,1,0,Pass,Networking & Cybersecurity,30,FFF_2014J,False
677270,1,Zagazig,1,0,Withdrawn,Web Development Basics,20,CCC_2014J,True
520076,0,Beni Suef,1,0,Pass,Data Analysis Fundamentals,37,BBB_2014J,False
420720,1,Beni Suef,2,0,Pass,Networking & Cybersecurity,29,FFF_2013B,False
539302,0,Damanhur,1,0,Withdrawn,Software Engineering Principles,11,DDD_2013B,True
545384,1,Asyut,1,0,Fail,Networking & Cybersecurity,22,FFF_2013B,True
311659,1,El Mahalla El Kubra,1,0,Fail,Introduction to Computing,14,AAA_2014J,True
400049,0,Luxor,1,1,Fail,Data Analysis Fundamentals,16,BBB_2013B,True
571868,0,Asyut,1,1,Withdrawn,Data Analysis Fundamentals,3,BBB_2014J,True
482406,1,Mansoura,1,0,Pass,Artificial Intelligence Fundamentals,31,EEE_2013J,False
589099,1,El Mahalla El Kubra,1,0,Fail,Networking & Cybersecurity,25,FFF_2013J,True
610748,0,Fayyum,1,0,Withdrawn,Data Analysis Fundamentals,16,BBB_2013J,True
612814,1,Port Said,1,0,Distinction,Web Development Basics,49,CCC_2014B,False
654443,1,Tanta,2,0,Pass,Software Engineering Principles,47,DDD_2014J,False
657231,1,Aswan,1,0,Pass,Database Management & SQL,28,GGG_2014J,False
