code_module,code_presentation,id_student,id_site,activity_date,clicks
BBB,2013B,31663,542864,1/2/2023,4
BBB,2013B,31663,543036,1/2/2023,1
BBB,2013B,31663,542864,10/4/2023,5
BBB,2013B,31663,542807,10/7/2023,1
BBB,2013B,31663,543109,17/4/2023,1
BBB,2013B,31663,543129,20/2/2023,1
BBB,2013B,31663,542807,20/3/2023,3
BBB,2013B,31663,542807,22/5/2023,3
BBB,2013B,31663,542807,23/4/2023,15
BBB,2013B,31663,542797,24/3/2023,13
BBB,2013B,31663,542864,24/9/2023,4
BBB,2013B,31663,543055,25/3/2023,1
BBB,2013B,31663,542811,26/2/2023,1
BBB,2013B,31663,542797,26/3/2023,12
BBB,2013B,31663,542811,28/2/2023,3
BBB,2013B,31663,542810,3/5/2023,1
BBB,2013B,31663,542811,3/8/2023,1
BBB,2013B,31663,542799,8/6/2023,1
BBB,2013B,31663,542864,8/9/2023,2
DDD,2014J,33681,814065,1/2/2023,1
DDD,2013J,33681,673537,26/2/2023,5
DDD,2013J,33681,674352,6/5/2023,1
DDD,2013J,34087,673519,25/3/2023,10
DDD,2013J,34087,674297,30/4/2023,1
DDD,2013J,34653,673519,6/5/2023,2
DDD,2013J,34653,674229,6/5/2023,1
BBB,2013B,34756,542811,12/3/2023,1
DDD,2014B,35502,773196,1/2/2023,1
DDD,2014B,35502,773002,12/2/2023,2
DDD,2014B,35502,773202,3/2/2023,2
FFF,2013B,35544,527231,18/2/2023,1
FFF,2013B,35544,526738,2/3/2023,10
FFF,2013B,35544,526837,21/4/2023,1
FFF,2013B,35544,526789,23/8/2023,4
FFF,2013B,35544,527370,29/5/2023,1
FFF,2013B,35544,527105,8/5/2023,1
FFF,2013B,35544,527116,9/9/2023,1
FFF,2014J,35747,882537,7/3/2023,2
FFF,2014B,36347,779259,10/9/2023,1
FFF,2014B,36347,779264,10/9/2023,1
FFF,2014B,36347,779652,19/4/2023,1
FFF,2014B,36347,779343,19/5/2023,1
FFF,2014B,36347,779089,21/4/2023,6
FFF,2014B,36347,779630,23/4/2023,1
FFF,2014B,36347,779440,23/6/2023,1
FFF,2014B,36347,779652,24/3/2023,1
FFF,2014B,36347,779429,28/4/2023,2
FFF,2014B,36347,779652,29/4/2023,2
BBB,2013B,39655,543187,3/2/2023,1
CCC,2014B,40333,730012,1/2/2023,1
FFF,2014J,40878,883060,1/2/2023,4
FFF,2014J,40878,883037,1/2/2023,4
FFF,2014J,40878,882680,16/4/2023,1
FFF,2014J,40878,882592,22/5/2023,35
FFF,2014J,40878,882596,28/5/2023,19
FFF,2014J,40878,883060,4/3/2023,2
FFF,2014J,40878,883037,5/2/2023,3
FFF,2014J,40878,882600,9/6/2023,4
BBB,2014J,41547,992243,22/9/2023,1
BBB,2014J,41547,913473,24/2/2023,4
FFF,2013J,42616,716219,11/8/2023,2
FFF,2013J,42616,716219,11/9/2023,3
FFF,2013J,42616,716238,12/9/2023,2
FFF,2013J,42616,716880,13/2/2023,1
FFF,2013J,42616,716216,13/4/2023,2
FFF,2013J,42616,716219,14/5/2023,3
FFF,2013J,42616,716320,15/6/2023,14
FFF,2013J,42616,716238,15/6/2023,9
FFF,2013J,42616,716222,19/2/2023,3
FFF,2013J,42616,716216,19/6/2023,3
FFF,2013J,42616,716216,21/6/2023,2
FFF,2013J,42616,716238,28/3/2023,5
FFF,2013J,42616,716219,3/2/2023,6
FFF,2013J,42616,716443,30/6/2023,1
FFF,2013J,42616,716378,30/6/2023,1
FFF,2013J,42616,716333,9/8/2023,3
EEE,2013J,42638,551011,1/2/2023,1
CCC,2014B,42638,729683,1/7/2023,4
CCC,2014B,42638,729674,10/8/2023,1
CCC,2014B,42638,729680,10/9/2023,3
CCC,2014B,42638,730007,12/6/2023,1
CCC,2014B,42638,729683,13/9/2023,2
CCC,2014B,42638,729678,14/7/2023,3
CCC,2014B,42638,729678,15/2/2023,2
EEE,2013J,42638,551162,17/3/2023,2
CCC,2014B,42638,729680,18/9/2023,2
CCC,2014B,42638,729676,2/3/2023,1
EEE,2013J,42638,551010,20/8/2023,4
EEE,2013J,42638,551162,21/2/2023,1
EEE,2013J,42638,551011,23/7/2023,2
CCC,2014B,42638,730057,25/2/2023,1
EEE,2013J,42638,551013,25/4/2023,1
CCC,2014B,42638,729683,25/5/2023,1
CCC,2014B,42638,729785,25/8/2023,25
EEE,2013J,42638,551013,26/10/2023,1
EEE,2013J,42638,551013,26/4/2023,1
CCC,2014B,42638,730007,27/2/2023,1
EEE,2013J,42638,551013,28/5/2023,2
CCC,2014B,42638,729791,28/5/2023,1
EEE,2013J,42638,551010,28/7/2023,3
CCC,2014B,42638,729817,28/7/2023,2
CCC,2014B,42638,729671,28/9/2023,3
EEE,2013J,42638,551012,29/8/2023,2
EEE,2013J,42638,551167,3/2/2023,1
CCC,2014B,42638,730076,3/4/2023,1
CCC,2014B,42638,729809,3/7/2023,4
EEE,2013J,42638,551010,30/6/2023,6
CCC,2014B,42638,729678,30/8/2023,3
CCC,2014B,42638,729677,4/4/2023,1
CCC,2014B,42638,729683,5/3/2023,11
CCC,2014B,42638,730033,5/8/2023,1
EEE,2013J,42638,551012,6/4/2023,1
EEE,2013J,42638,551038,7/6/2023,72
EEE,2013J,42638,551043,7/8/2023,1
CCC,2014J,42746,909018,10/3/2023,2
CCC,2014J,42746,909013,10/3/2023,6
FFF,2014B,42746,779620,11/7/2023,1
CCC,2014J,42746,909013,12/8/2023,3
FFF,2014B,42746,779620,13/4/2023,1
CCC,2014J,42746,909013,14/5/2023,1
FFF,2014B,42746,779259,15/2/2023,1
FFF,2014B,42746,779342,15/5/2023,3
FFF,2014B,42746,779804,15/8/2023,1
FFF,2014B,42746,779075,16/5/2023,4
FFF,2014B,42746,779636,16/7/2023,1
FFF,2014B,42746,779076,16/8/2023,2
FFF,2014B,42746,779382,17/6/2023,2
CCC,2014J,42746,909098,17/9/2023,1
FFF,2014B,42746,779259,18/2/2023,1
FFF,2014B,42746,779080,18/6/2023,6
FFF,2014B,42746,779089,2/5/2023,3
FFF,2014B,42746,779428,2/9/2023,1
FFF,2014B,42746,779275,20/6/2023,2
FFF,2014B,42746,779682,22/4/2023,3
FFF,2014B,42746,779727,23/2/2023,1
CCC,2014J,42746,909321,24/9/2023,1
CCC,2014J,42746,909013,25/3/2023,4
CCC,2014J,42746,909286,25/9/2023,1
FFF,2014B,42746,779075,27/5/2023,5
FFF,2014B,42746,779369,28/7/2023,3
FFF,2014B,42746,779076,28/7/2023,6
FFF,2014B,42746,779671,3/3/2023,1
FFF,2014B,42746,779424,3/9/2023,7
FFF,2014B,42746,779076,4/3/2023,2
FFF,2014B,42746,779080,4/7/2023,3
FFF,2014B,42746,779336,6/4/2023,1
FFF,2014B,42746,779089,7/4/2023,12
FFF,2014B,42746,779336,7/4/2023,4
FFF,2014B,42746,779075,7/7/2023,4
FFF,2014B,42746,779619,8/2/2023,2
DDD,2013B,43284,547493,1/2/2023,1
DDD,2013B,43284,547272,1/2/2023,1
DDD,2013B,43284,547272,1/2/2023,1
DDD,2013B,43284,547556,14/3/2023,2
DDD,2013B,43284,547272,21/2/2023,1
DDD,2013B,43284,547942,22/7/2023,1
DDD,2013B,43284,547303,5/3/2023,5
DDD,2013B,43284,547954,6/4/2023,2
FFF,2013B,43430,527353,1/2/2023,2
FFF,2013B,43430,527484,1/2/2023,1
FFF,2013B,43430,527122,1/7/2023,1
FFF,2013B,43430,526738,16/2/2023,9
FFF,2013B,43430,527228,17/6/2023,2
FFF,2013B,43430,527204,17/7/2023,1
FFF,2013B,43430,526796,19/6/2023,20
FFF,2013B,43430,527112,20/7/2023,19
FFF,2013B,43430,526721,21/5/2023,1
FFF,2013B,43430,527113,23/4/2023,5
FFF,2013B,43430,527203,25/6/2023,1
FFF,2013B,43430,526735,27/2/2023,1
FFF,2013B,43430,527167,27/2/2023,4
FFF,2013B,43430,526721,3/4/2023,4
FFF,2013B,43430,526754,7/8/2023,4
FFF,2013B,43430,526757,8/7/2023,23
AAA,2013J,45462,546614,13/4/2023,1
AAA,2013J,45462,546694,13/7/2023,1
AAA,2013J,45462,546713,2/9/2023,1
AAA,2013J,45462,546879,24/7/2023,2
AAA,2013J,45462,546732,27/3/2023,4
AAA,2013J,45462,546657,3/3/2023,2
AAA,2013J,45462,546719,6/2/2023,5
AAA,2013J,45642,546614,1/2/2023,3
AAA,2013J,45642,546876,11/2/2023,2
AAA,2013J,45642,546691,11/9/2023,3
AAA,2013J,45642,547048,13/9/2023,4
AAA,2013J,45642,546876,15/2/2023,1
AAA,2013J,45642,546667,19/2/2023,4
AAA,2013J,45642,546614,23/2/2023,9
FFF,2014B,46148,779616,10/6/2023,1
FFF,2014B,46148,779089,11/2/2023,1
FFF,2014B,46148,779652,13/7/2023,2
FFF,2014B,46148,779266,14/4/2023,2
FFF,2014B,46148,779262,14/7/2023,33
FFF,2014B,46148,779352,16/4/2023,11
FFF,2014B,46148,779612,18/4/2023,1
FFF,2014B,46148,779449,18/6/2023,1
FFF,2014B,46148,779729,19/2/2023,1
FFF,2014B,46148,779351,19/3/2023,3
FFF,2014B,46148,779439,21/3/2023,1
FFF,2014B,46148,779630,28/4/2023,2
FFF,2014B,46148,779089,28/7/2023,1
FFF,2014B,46148,779089,29/7/2023,1
FFF,2014B,46148,779332,3/2/2023,1
FFF,2014B,46148,779357,4/4/2023,1
FFF,2014B,46148,779089,5/5/2023,5
FFF,2014B,46148,779354,6/8/2023,1
AAA,2014J,46844,877030,1/4/2023,1
AAA,2014J,46844,877128,23/3/2023,1
GGG,2014B,49123,798622,23/5/2023,5
GGG,2014B,49123,798622,3/3/2023,6
GGG,2014B,49123,798637,4/8/2023,2
BBB,2014B,50069,768336,14/3/2023,2
BBB,2014B,50069,768341,23/4/2023,1
BBB,2014B,50069,768484,24/4/2023,1
FFF,2013J,50487,716444,11/3/2023,2
FFF,2013J,50487,716216,15/10/2023,2
FFF,2013J,50487,716216,15/4/2023,2
FFF,2013J,50487,716682,22/3/2023,1
FFF,2013J,50487,716643,22/3/2023,1
FFF,2013J,50487,716643,24/2/2023,1
FFF,2013J,50487,716216,27/8/2023,1
FFF,2013J,50487,716643,29/3/2023,1
FFF,2013J,50487,716432,30/3/2023,53
FFF,2013J,50487,716432,30/3/2023,1
FFF,2013J,50487,716643,31/8/2023,3
FFF,2013J,50487,716643,4/9/2023,2
DDD,2013J,50610,674075,1/2/2023,1
DDD,2013J,50610,673519,9/2/2023,1
DDD,2014J,51153,814300,10/9/2023,1
DDD,2014J,51153,814211,16/8/2023,1
DDD,2014J,51153,813708,22/2/2023,7
DDD,2014J,51153,813954,22/2/2023,1
DDD,2014J,51153,814154,22/2/2023,2
DDD,2014J,51153,813701,25/6/2023,2
DDD,2014J,51153,814037,26/2/2023,1
DDD,2013J,51163,673530,1/2/2023,1
DDD,2013J,51163,674248,1/6/2023,1
DDD,2013J,51163,673726,1/6/2023,1
DDD,2013J,51163,673981,10/2/2023,2
DDD,2013J,51163,674047,16/5/2023,2
DDD,2013J,51163,674433,27/5/2023,2
DDD,2013J,51163,674121,30/9/2023,2
DDD,2013J,51163,673530,4/9/2023,2
BBB,2013J,51301,704205,1/2/2023,1
DDD,2014J,51955,813936,14/3/2023,3
DDD,2014J,51955,813939,27/4/2023,1
DDD,2014J,51955,813931,8/3/2023,1
DDD,2014B,53632,773001,18/2/2023,1
DDD,2014B,53632,772988,18/2/2023,2
DDD,2014B,53632,772705,18/2/2023,6
DDD,2014B,53632,773160,28/5/2023,1
DDD,2014B,53632,772705,29/4/2023,2
DDD,2014B,54810,772705,24/2/2023,1
DDD,2014J,54810,813929,28/9/2023,1
DDD,2014J,54810,813701,29/9/2023,3
FFF,2013J,55013,716803,10/6/2023,1
FFF,2013J,55013,716238,11/6/2023,1
FFF,2013J,55013,716252,25/3/2023,1
FFF,2013J,55013,716831,8/6/2023,1
FFF,2013J,55419,716238,1/2/2023,1
FFF,2013J,55419,716881,18/2/2023,1
FFF,2013J,55419,716877,18/2/2023,1
FFF,2014J,56637,882549,11/7/2023,1
FFF,2014J,56637,882677,14/4/2023,2
FFF,2014J,56637,882537,18/5/2023,7
FFF,2014J,56637,882545,19/4/2023,2
FFF,2014J,56637,882549,2/6/2023,2
FFF,2014J,56637,882551,21/9/2023,2
FFF,2014J,56637,882545,22/5/2023,4
FFF,2014J,56637,882537,23/9/2023,1
FFF,2014J,56637,882554,25/2/2023,3
FFF,2014J,56637,882900,3/2/2023,1
FFF,2014J,56637,882549,3/7/2023,3
FFF,2014J,56637,882549,30/4/2023,2
FFF,2014J,56637,882549,30/6/2023,10
FFF,2014J,56637,882635,4/9/2023,10
FFF,2014J,56637,882638,5/4/2023,2
FFF,2014J,56637,882549,5/4/2023,10
FFF,2014J,56637,882549,8/2/2023,5
FFF,2014J,56637,882547,9/7/2023,3
FFF,2014J,56667,882537,1/2/2023,2
FFF,2014J,56667,882537,12/5/2023,1
FFF,2014J,56667,882580,25/3/2023,1
FFF,2014J,56667,882679,30/9/2023,1
BBB,2013J,56789,703897,4/7/2023,1
DDD,2013J,57818,673519,1/2/2023,7
DDD,2013J,57818,673519,1/6/2023,4
DDD,2013J,57818,674003,10/3/2023,1
DDD,2013J,57818,673519,11/6/2023,4
DDD,2013J,57818,673519,12/3/2023,6
DDD,2013J,57818,673519,17/6/2023,1
DDD,2013J,57818,674086,2/3/2023,4
DDD,2013J,57818,674046,2/5/2023,1
DDD,2013J,57818,673519,20/9/2023,2
DDD,2013J,57818,673537,21/6/2023,2
DDD,2013J,57818,673731,22/7/2023,4
DDD,2013J,57818,674453,3/8/2023,1
DDD,2013J,57818,674450,6/8/2023,1
AAA,2014J,58071,877025,1/2/2023,1
AAA,2014J,58071,877037,12/6/2023,1
AAA,2014J,58071,877012,16/3/2023,1
AAA,2014J,58071,877088,25/8/2023,5
AAA,2014J,58071,877015,26/8/2023,1
AAA,2014J,58071,877134,30/4/2023,1
AAA,2014J,58071,877015,4/2/2023,8
AAA,2014J,58071,877015,9/2/2023,1
FFF,2014J,58884,883037,1/2/2023,1
FFF,2014J,58884,882721,1/7/2023,1
FFF,2014J,58884,882537,10/7/2023,12
FFF,2014J,58884,882545,11/3/2023,6
FFF,2014J,58884,883046,15/8/2023,1
FFF,2014J,58884,882537,16/9/2023,4
FFF,2014J,58884,882547,17/9/2023,3
FFF,2014J,58884,882675,18/3/2023,50
FFF,2014J,58884,882596,19/5/2023,1
FFF,2014J,58884,882545,21/3/2023,7
FFF,2014J,58884,883092,22/2/2023,3
FFF,2014J,58884,882638,22/5/2023,2
FFF,2014J,58884,883058,22/8/2023,2
FFF,2014J,58884,882537,24/7/2023,11
FFF,2014J,58884,882545,25/2/2023,7
FFF,2014J,58884,882545,26/5/2023,4
FFF,2014J,58884,883064,27/2/2023,1
FFF,2014J,58884,882545,28/3/2023,2
FFF,2014J,58884,882537,29/7/2023,4
FFF,2014J,58884,882707,4/2/2023,2
FFF,2014J,58884,882545,6/2/2023,2
FFF,2014J,58884,882545,8/2/2023,1
FFF,2014J,58884,882677,8/4/2023,1
FFF,2014J,58884,882674,9/3/2023,6
BBB,2014B,59725,768348,17/5/2023,1
GGG,2014J,60162,896960,28/7/2023,3
GGG,2014J,60162,896967,3/7/2023,1
EEE,2014J,60809,832762,1/3/2023,1
EEE,2014J,60809,973720,15/7/2023,4
CCC,2014J,60809,909013,17/3/2023,3
CCC,2014J,60809,909092,17/3/2023,1
CCC,2014J,60809,909098,22/8/2023,1
CCC,2014J,60809,909014,26/6/2023,1
CCC,2014J,60809,909087,4/9/2023,128
EEE,2014J,60809,832565,9/8/2023,2
BBB,2013B,62631,542864,23/3/2023,14
BBB,2013B,62631,542811,27/2/2023,2
BBB,2013B,62631,542892,30/4/2023,1
EEE,2013J,63112,551066,1/2/2023,2
EEE,2013J,63112,551175,1/3/2023,1
EEE,2013J,63112,551012,1/6/2023,11
EEE,2013J,63112,551167,1/6/2023,2
EEE,2013J,63112,551012,11/2/2023,2
EEE,2013J,63112,551038,12/6/2023,3
EEE,2013J,63112,551012,14/3/2023,5
EEE,2013J,63112,551172,17/2/2023,2
EEE,2013J,63112,551011,2/3/2023,9
EEE,2013J,63112,551079,24/2/2023,3
EEE,2013J,63112,551011,4/3/2023,3
EEE,2013J,63112,551038,7/7/2023,10
BBB,2014J,63467,913670,1/2/2023,2
BBB,2014J,63467,913504,11/5/2023,4
BBB,2014J,63467,926333,11/5/2023,2
BBB,2014B,63721,768351,1/4/2023,3
BBB,2014B,63721,768351,12/5/2023,1
BBB,2014B,63721,768545,12/5/2023,1
BBB,2014B,63721,768393,20/7/2023,1
BBB,2014B,63721,768405,26/5/2023,15
BBB,2014B,63721,768378,28/5/2023,1
BBB,2014B,63721,768476,6/3/2023,1
FFF,2013J,64388,716216,1/6/2023,2
FFF,2013J,64388,716645,11/9/2023,1
FFF,2013J,64388,716271,14/2/2023,7
FFF,2013J,64388,716338,14/3/2023,1
FFF,2013J,64388,716238,16/8/2023,2
FFF,2013J,64388,716222,20/2/2023,1
FFF,2013J,64388,716216,20/3/2023,2
FFF,2013J,64388,716268,24/2/2023,1
FFF,2013J,64388,716660,24/3/2023,1
FFF,2013J,64388,716640,25/2/2023,1
FFF,2013J,64388,716222,25/2/2023,1
FFF,2013J,64388,716216,27/3/2023,1
FFF,2013J,64388,716327,28/5/2023,1
FFF,2013J,64388,716238,30/7/2023,2
FFF,2013J,64388,716216,5/7/2023,1
AAA,2013J,65002,546879,18/2/2023,1
FFF,2013B,65656,526839,1/5/2023,5
FFF,2013B,65656,526738,10/9/2023,7
FFF,2013B,65656,526721,13/8/2023,1
FFF,2013B,65656,526845,20/7/2023,1
FFF,2013B,65656,526839,20/7/2023,1
FFF,2013B,65656,527114,20/7/2023,5
FFF,2013B,65656,526834,7/9/2023,25
FFF,2013J,66451,716647,1/2/2023,1
FFF,2013J,66451,716271,1/2/2023,9
FFF,2013J,66451,716756,1/7/2023,1
FFF,2013J,66451,716238,5/5/2023,4
DDD,2013B,66579,547303,1/6/2023,6
DDD,2013B,66579,547859,30/5/2023,2
EEE,2013J,66713,551013,1/2/2023,1
EEE,2013J,66713,551079,1/2/2023,1
EEE,2013J,66713,551010,11/3/2023,11
EEE,2013J,66713,551061,14/4/2023,3
EEE,2013J,66713,551010,15/7/2023,1
EEE,2013J,66713,551024,24/3/2023,6
EEE,2013J,66713,551011,4/2/2023,5
EEE,2013J,66713,551162,5/6/2023,2
EEE,2013J,66713,551010,8/3/2023,1
EEE,2014J,67685,832658,11/2/2023,3
EEE,2014J,67685,832663,13/4/2023,2
EEE,2014J,67685,832565,20/8/2023,1
EEE,2014J,67685,832659,22/2/2023,6
EEE,2014J,67685,832679,22/5/2023,3
EEE,2014J,67685,832656,25/2/2023,7
EEE,2014J,67685,832669,26/3/2023,16
EEE,2014J,67685,832566,26/6/2023,1
EEE,2014J,67685,832644,31/3/2023,1
EEE,2014J,67685,832754,7/2/2023,1
EEE,2014J,67685,832780,7/7/2023,1
EEE,2014J,67685,973719,8/7/2023,1
CCC,2014J,69494,909260,1/2/2023,1
CCC,2014J,69494,909234,1/2/2023,1
CCC,2014J,69494,909232,13/6/2023,1
CCC,2014J,69494,909013,15/5/2023,7
CCC,2014J,69494,909242,23/5/2023,1
CCC,2014J,69494,909013,28/7/2023,1
CCC,2014J,69494,909232,3/5/2023,1
CCC,2014J,69494,909234,8/3/2023,1
FFF,2013J,70495,716863,1/2/2023,3
FFF,2013J,70495,716260,1/9/2023,3
CCC,2014J,70495,909091,11/6/2023,1
CCC,2014J,70495,909022,12/8/2023,4
FFF,2013J,70495,716656,13/3/2023,2
FFF,2013J,70495,716222,13/9/2023,4
FFF,2013J,70495,716238,14/5/2023,4
FFF,2013J,70495,716435,16/7/2023,1
FFF,2013J,70495,716943,16/8/2023,1
FFF,2013J,70495,716254,17/6/2023,32
FFF,2013J,70495,716216,2/3/2023,4
FFF,2013J,70495,716320,21/5/2023,8
