id_assessment,id_student,time_taken_hours,achieved_score
1753,141355,7.3,37.0
1753,144801,3.9,32.0
1753,151358,6.1,24.0
1753,155854,7.0,39.5
1753,159954,5.6,34.0
1753,167906,5.4,29.0
1753,186149,3.8,40.5
1753,229179,3.0,34.0
1753,238007,7.4,36.5
1753,241649,7.5,33.0
1753,241729,6.0,27.5
1753,248270,4.4,39.5
1753,255548,4.4,37.5
1753,258894,6.5,32.5
1753,260355,7.4,30.0
1753,262011,7.4,39.5
1753,262934,6.8,40.0
1753,268073,6.0,39.0
1753,277880,3.0,32.5
1753,290757,3.4,37.0
1753,294570,7.4,41.0
1753,295741,5.8,26.0
1753,298696,2.6,35.0
1753,300398,3.1,40.0
1753,305386,6.1,38.0
1753,307866,2.5,26.0
1753,311917,3.4,23.0
1753,321942,5.5,40.0
1753,332789,6.3,38.5
1753,333323,6.1,39.0
1753,335764,3.7,43.5
1753,336207,6.4,33.5
1753,365642,3.8,31.5
1753,366483,4.3,35.0
1753,368824,6.6,34.0
1753,380953,6.1,29.0
1753,386952,7.2,31.5
1753,392931,6.1,31.5
1753,402470,5.6,37.0
1753,441888,3.0,32.0
1753,444677,4.5,44.5
1753,495284,4.0,29.5
1753,572652,3.8,36.5
1753,581129,7.9,7.5
1754,572652,1.1,39.0
1754,581129,1.8,32.5
1754,704156,1.4,34.5
1754,749412,1.7,36.5
1754,760729,1.3,40.5
1754,905042,1.4,42.5
1754,958987,1.2,37.5
1754,968578,0.8,36.5
1754,971027,1.6,36.5
1754,1105478,0.9,40.0
1754,1402638,0.5,38.0
1754,1626710,1.5,43.0
1754,1746134,0.8,40.5
1754,1801641,1.9,40.0
1754,1889511,1.9,38.5
1754,1889577,1.9,42.0
1754,1970390,1.1,45.0
1754,2011876,0.5,39.0
1754,2051699,1.9,32.0
1754,2065691,1.1,18.5
1754,2080474,1.9,36.0
1754,2083877,1.9,34.0
1754,2084066,1.8,31.0
1754,2104505,0.9,24.5
1754,2139353,1.1,35.5
1754,2155014,1.8,36.5
1754,2197016,1.0,38.0
1754,2208424,0.8,40.5
1754,2229865,1.3,37.5
1754,2278464,1.9,29.0
1754,2329342,1.5,30.0
1754,2342426,1.4,35.5
1754,2344901,0.6,17.5
1754,2458355,1.4,47.5
1754,2469673,2.0,26.0
1754,2479954,0.7,41.0
1754,2482700,1.3,26.0
1754,2486127,1.8,38.0
1754,2523736,1.6,31.0
1754,2529279,1.5,37.5
1754,2532302,1.6,32.0
1754,2551220,1.0,33.5
1754,2559575,0.9,42.5
1754,2566592,1.7,30.0
1754,2574583,1.7,37.5
1754,2599352,1.8,38.5
1754,2613116,1.9,42.5
1754,2617002,1.3,33.5
1754,2639641,1.3,29.0
1754,2643002,1.7,29.5
1754,2649826,1.5,42.5
1754,2666246,1.6,37.0
1754,2676809,1.7,24.0
1754,2698257,1.8,38.0
1754,31604,1.0,37.0
1754,45462,1.1,31.0
1754,45642,0.6,36.0
1754,75091,1.4,33.5
1754,101781,0.6,37.5
1754,111717,1.2,40.0
1754,113295,1.3,38.5
1754,116692,0.9,36.0
1754,118983,1.4,32.5
1754,123044,0.5,36.0
1754,141355,0.6,35.0
1754,144801,1.7,32.5
1754,151358,1.0,22.5
1754,155854,0.7,39.5
1754,167906,1.3,41.0
1754,186149,1.7,39.0
1754,195262,0.8,25.0
1754,229179,1.4,35.0
1754,238007,0.6,34.0
1754,241649,0.6,40.0
1754,241729,1.3,31.0
1754,248270,1.3,37.0
1754,255548,1.5,42.0
1754,258894,1.6,37.5
1754,262011,2.0,35.0
1754,262934,1.3,37.5
1754,268073,1.0,41.5
1754,268733,1.7,17.5
1754,277880,0.9,34.0
1754,290757,1.2,38.0
1754,294570,0.6,39.0
1754,295741,0.5,26.0
1754,298696,1.9,42.5
1754,300398,1.8,39.5
1754,305386,1.5,41.5
1754,307866,1.1,36.5
1754,311917,0.8,30.5
1754,321942,0.7,40.0
1754,332789,0.9,36.0
1754,333323,1.3,35.5
1754,334259,1.6,24.5
1754,335764,1.5,43.0
1754,336207,0.9,32.5
1754,365642,1.9,38.5
1754,366483,1.6,41.0
1754,368824,1.3,34.0
1754,380953,1.4,34.0
1754,386952,1.1,35.5
1754,392931,0.9,37.5
1754,402470,1.0,40.0
1754,441888,1.6,35.0
1754,444677,0.5,42.5
1754,495284,0.7,34.0
1755,31604,2.8,44.0
1755,45462,2.7,37.5
1755,45642,7.2,36.5
1755,75091,6.4,32.5
1755,101781,5.1,33.0
1755,113295,3.0,37.5
1755,116692,5.2,39.0
1755,118983,5.1,31.5
1755,123044,3.5,35.0
1755,141355,4.9,35.5
1755,144801,4.7,37.5
1755,151358,5.9,26.5
1755,155854,6.0,40.5
1755,167906,2.7,36.0
1755,186149,4.6,27.5
1755,229179,5.9,36.5
1755,238007,5.3,43.0
1755,241649,7.2,39.0
1755,241729,6.1,32.0
1755,248270,3.4,40.0
1755,255548,2.9,30.0
1755,258894,6.0,36.0
1755,262011,2.6,37.5
1755,262934,5.7,36.0
1755,268073,7.7,37.5
1755,290757,5.7,40.0
1755,294570,4.6,41.0
1755,295741,6.0,27.0
1755,298696,5.0,42.5
1755,300398,5.5,38.0
1755,305386,7.7,40.0
1755,307866,4.6,34.0
1755,311917,7.8,33.5
1755,321942,7.5,40.0
1755,332789,3.6,39.0
1755,333323,2.9,35.5
1755,336207,3.1,37.5
1755,365642,2.6,35.0
1755,366483,3.0,27.0
1755,368824,6.3,19.5
1755,380953,2.9,37.5
1755,386952,4.3,32.0
1755,392931,7.1,33.5
1755,402470,2.6,34.0
1755,441888,7.0,38.5
1755,444677,4.1,44.5
1755,495284,3.1,38.0
1755,572652,6.3,34.0
1755,704156,6.0,28.0
1755,749412,7.3,39.0
1755,760729,6.5,41.0
1755,905042,6.9,40.0
1755,958987,4.1,38.5
1755,968578,3.5,36.0
1755,971027,6.6,27.5
1755,1105478,6.9,41.0
1755,1402638,7.9,40.0
1755,1626710,4.8,42.5
1755,1746134,4.5,41.5
1755,1801641,6.8,42.5
1755,1889511,4.4,39.0
1755,1889577,7.6,37.5
1755,1970390,7.2,40.0
1755,2011876,4.9,38.5
1755,2051699,6.6,33.5
1755,2080474,6.6,30.0
1755,2083877,3.1,30.0
1755,2084066,7.5,26.0
1755,2104505,5.3,32.5
1755,2155014,7.0,39.5
1755,2197016,4.3,38.0
1755,2208424,7.4,42.5
1755,2229865,4.6,39.0
1755,2278464,2.6,27.0
1755,2329342,7.5,22.0
1755,2342426,3.0,39.0
1755,2344901,4.3,29.5
1755,2458355,7.7,46.0
1755,2469673,7.7,15.0
1755,2479954,5.7,39.0
1755,2482700,6.0,24.0
1755,2486127,5.0,38.5
1755,2523736,4.1,31.5
1755,2529279,4.3,42.5
1755,2532302,6.2,35.5
1755,2551220,6.6,31.5
1755,2559575,6.9,40.0
1755,2566592,6.8,35.0
1755,2574583,3.0,32.5
1755,2599352,5.2,38.5
1755,2613116,2.8,42.0
1755,2617002,5.5,33.0
1755,2639641,4.9,35.0
1755,2643002,7.4,29.5
1755,2649826,4.4,43.5
1755,2666246,3.1,38.0
1755,2698257,3.3,33.5
1756,704156,1.6,35.0
1756,749412,1.4,32.5
1756,760729,0.7,41.5
1756,905042,0.6,40.0
1756,958987,1.6,39.0
1756,968578,0.6,38.0
1756,971027,1.7,34.0
1756,1105478,1.6,38.0
1756,1402638,0.6,37.5
1756,1626710,0.6,42.5
1756,1746134,2.0,42.5
1756,1801641,1.1,38.0
1756,1889511,1.1,32.0
1756,1889577,1.7,34.0
1756,1970390,1.9,40.0
1756,2011876,2.0,37.5
1756,2051699,1.6,34.5
1756,2080474,1.1,32.0
1756,2083877,0.6,37.5
1756,2104505,1.7,32.5
1756,2155014,1.3,38.5
1756,2197016,1.1,38.0
1756,2208424,1.9,30.0
1756,2229865,0.7,40.0
1756,2278464,1.2,17.5
1756,2329342,0.5,36.0
1756,2342426,1.2,40.0
1756,2458355,0.6,46.0
1756,2469673,0.7,22.5
1756,2479954,0.7,39.0
1756,2482700,1.5,32.5
1756,2486127,1.6,39.0
1756,2529279,1.4,39.5
1756,2532302,1.9,20.0
1756,2551220,1.1,31.5
1756,2559575,0.9,36.5
1756,2566592,1.8,43.0
1756,2574583,0.8,38.5
1756,2599352,1.9,36.5
1756,2613116,0.5,42.0
1756,2617002,2.0,35.5
1756,2639641,0.6,37.5
1756,2643002,1.8,12.5
1756,2649826,1.3,44.0
1756,2666246,2.0,39.0
1756,2698257,0.6,37.0
1756,31604,1.3,37.5
1756,45462,2.0,34.0
1756,45642,1.3,36.5
1756,75091,1.4,32.5
1756,101781,1.5,37.0
1756,111717,1.2,41.5
1756,113295,1.4,39.0
1756,116692,1.4,36.0
1756,118983,1.9,22.5
1756,123044,0.6,34.0
1756,141355,0.9,35.5
1756,144801,1.9,39.5
1756,151358,1.8,25.0
1756,155854,1.2,39.0
1756,167906,1.4,37.5
1756,186149,0.9,40.5
1756,229179,0.8,27.5
1756,238007,1.2,43.0
1756,241649,1.0,42.5
1756,241729,1.4,30.5
1756,248270,0.6,41.0
1756,255548,2.0,27.0
1756,258894,2.0,27.0
1756,262011,1.5,35.5
1756,262934,1.3,37.5
1756,268073,1.0,36.5
1756,290757,1.7,35.0
1756,294570,1.5,38.5
1756,295741,0.7,27.5
1756,298696,1.9,43.5
1756,300398,1.7,38.5
1756,305386,1.9,38.0
1756,311917,1.6,33.5
1756,321942,1.4,40.0
1756,332789,1.1,38.0
1756,333323,1.9,37.5
1756,336207,1.8,31.5
1756,365642,0.6,36.0
1756,366483,0.5,45.0
1756,368824,1.1,21.0
1756,380953,1.7,32.5
1756,386952,2.0,37.5
1756,392931,0.7,36.0
1756,402470,1.4,30.5
1756,441888,1.1,34.0
1756,444677,2.0,42.0
1756,495284,1.8,28.5
1756,572652,1.8,38.0
1758,596288,1.2,21.2
1758,623840,1.1,20.0
1758,637665,0.9,17.0
1758,639053,0.6,15.0
1758,677186,1.8,10.8
1758,721259,1.7,16.2
1758,852847,2.0,10.5
1758,1045203,2.0,19.8
1758,1183831,1.3,19.0
1758,1268696,1.7,13.8
1758,1398979,1.9,19.0
1758,1686551,1.8,20.0
1758,1721270,0.9,18.2
1758,1773377,1.2,19.0
1758,1926668,0.7,16.5
1758,1970390,1.9,19.5
1758,2010232,1.4,22.5
1758,2057803,0.8,19.5
1758,2139353,1.5,16.2
1758,2148681,1.4,18.2
1758,2158048,1.0,21.5
1758,2273119,0.7,12.5
1758,2318055,1.5,18.8
1758,2369415,1.3,18.8
1758,2432796,1.7,15.8
1758,2494700,1.3,20.8
1758,2522927,1.8,20.5
1758,2540168,1.3,11.0
1758,2569324,1.3,16.5
1758,2574990,1.8,14.5
1758,2576122,1.1,16.0
1758,2584873,0.7,18.2
1758,2601889,0.5,22.0
1758,2642616,1.6,15.2
1758,2642935,1.4,20.0
1758,2654628,1.6,17.2
1758,2680312,0.8,19.0
1758,24734,0.7,10.2
1758,46844,0.5,14.0
1758,58071,1.0,21.8
1758,65002,1.4,16.5
1758,75255,1.1,19.0
1758,79403,1.2,18.0
1758,85144,1.9,17.0
1758,119902,1.0,18.8
1758,121349,1.3,18.2
1758,130034,1.7,19.5
1758,135400,1.1,14.2
1758,135471,1.4,21.5
1758,141377,1.8,16.2
1758,149741,1.9,17.5
1758,159954,0.7,16.2
1758,164944,1.9,14.8
1758,165226,1.2,19.2
1758,174745,0.9,14.0
1758,175772,1.2,21.2
1758,183057,2.0,15.5
1758,188278,1.2,19.8
1758,228021,1.0,22.0
1758,248581,1.5,22.5
1758,258587,0.9,18.5
1758,273346,0.6,20.2
1758,275674,0.7,12.5
1758,277880,0.7,17.5
1758,281636,0.7,21.8
1758,285315,0.7,21.5
1758,287040,1.5,17.5
1758,293824,0.8,18.2
1758,294655,1.0,18.8
1758,295075,1.8,16.8
1758,298034,1.2,17.0
1758,301967,1.5,12.8
1758,303521,0.8,20.8
1758,303985,0.8,16.8
1758,306646,0.6,14.0
1758,329659,0.8,14.5
1758,331358,0.9,21.0
1758,334441,0.8,10.2
1758,335764,0.6,21.5
1758,337748,0.7,11.0
1758,342007,1.2,18.8
1758,348275,0.8,20.8
1758,348807,1.0,19.8
1758,351336,1.3,15.0
1758,358182,1.5,20.0
1758,383723,0.6,21.0
1758,384203,1.7,19.0
1758,388147,1.4,10.2
1758,391249,0.6,21.2
1758,396655,1.8,4.8
1758,398349,1.9,21.2
1758,402961,0.6,17.0
1758,406682,0.9,21.0
1758,411971,1.7,20.0
1758,442132,1.6,14.0
1758,484897,0.8,18.5
1758,537081,0.8,15.0
1758,544253,1.1,18.2
1759,24734,5.2,19.0
1759,46844,5.9,31.5
1759,58071,4.5,40.0
1759,65002,5.0,34.0
1759,75255,6.6,38.5
1759,79403,2.7,30.0
1759,85144,3.9,42.5
1759,119902,6.4,33.5
1759,121349,7.4,32.5
1759,130034,5.3,43.5
1759,135400,5.4,23.5
1759,135471,3.1,39.0
1759,141377,5.0,26.0
1759,149741,5.4,31.0
1759,159954,3.8,34.0
1759,164944,4.0,32.5
1759,174745,4.6,34.0
1759,183057,2.6,36.0
1759,188278,4.3,36.5
1759,228021,3.7,42.5
1759,248581,4.3,40.0
1759,258587,3.2,43.5
1759,273346,7.4,39.0
1759,275674,5.8,20.0
1759,277880,6.2,32.5
1759,281636,6.8,37.0
1759,285315,5.2,43.5
1759,287040,3.0,38.0
1759,293824,5.5,22.0
1759,294655,5.7,40.5
1759,295075,6.6,27.5
1759,298034,4.9,41.0
1759,301967,3.2,28.0
1759,303521,4.1,39.0
1759,303985,4.5,34.0
1759,306646,6.1,27.5
1759,329659,5.6,29.0
1759,331358,4.5,42.0
1759,334441,7.9,15.0
1759,335764,5.8,43.5
1759,342007,3.8,47.5
1759,348275,3.1,20.0
1759,348807,3.3,38.5
1759,351336,3.9,31.5
1759,358182,3.4,36.0
1759,383723,3.5,39.5
1759,384203,4.1,33.5
1759,388147,3.5,19.5
1759,391249,7.4,42.5
1759,396655,2.9,25.0
1759,398349,5.4,40.0
1759,402961,4.8,28.5
1759,406682,7.9,38.5
1759,411971,3.1,39.0
1759,442132,4.7,32.0
1759,484897,7.8,39.0
1759,537081,7.3,37.0
1759,544253,7.0,37.5
1759,596288,3.9,37.0
1759,623840,3.4,41.0
1759,637665,6.2,24.0
1759,639053,7.6,34.0
1759,677186,5.6,25.5
1759,852847,5.6,13.5
1759,1045203,4.0,40.5
1759,1183831,6.7,36.0
1759,1268696,3.5,41.0
1759,1398979,4.3,32.5
1759,1721270,4.8,28.5
1759,1773377,5.3,38.0
1759,1926668,3.8,30.0
1759,1970390,3.1,45.0
1759,2010232,5.9,42.5
1759,2057803,4.1,34.5
1759,2139353,5.7,31.0
1759,2148681,3.3,35.0
1759,2273119,5.1,15.0
1759,2318055,5.4,39.0
1759,2369415,2.8,36.0
1759,2432796,4.4,32.5
1759,2436812,3.2,17.5
1759,2470694,2.8,33.5
1759,2494700,7.9,40.0
1759,2522927,4.3,26.0
1759,2540168,7.0,23.5
1759,2569324,3.9,38.5
1759,2574990,6.2,33.0
1759,2584873,6.7,30.0
1759,2601889,5.8,40.0
1759,2642616,5.1,25.0
1759,2642935,4.8,42.5
1759,2654628,4.4,37.0
1759,2680312,7.6,36.5
1760,677186,1.7,26.5
1760,1045203,1.9,40.0
1760,1183831,0.7,33.0
1760,1268696,1.6,32.0
1760,1398979,1.9,36.0
1760,1721270,0.8,31.0
1760,1773377,0.6,37.5
1760,1926668,1.6,34.0
1760,1970390,1.4,45.0
1760,2010232,1.8,42.5
1760,2057803,0.7,33.0
1760,2139353,1.7,35.5
1760,2148681,0.8,34.0
1760,2273119,0.7,17.5
1760,2318055,0.7,39.5
1760,2369415,1.7,43.5
1760,2432796,1.5,29.5
1760,2436812,1.3,25.5
1760,2494700,1.0,40.5
1760,2522927,1.8,38.5
1760,2540168,1.1,19.5
1760,2569324,1.7,33.5
1760,2574990,1.2,24.0
1760,2584873,1.1,30.5
1760,2601889,1.2,42.5
1760,2642616,1.0,28.5
1760,2642935,1.6,42.0
1760,2654628,1.3,36.0
1760,2680312,0.8,37.0
1760,24734,1.8,26.0
1760,46844,1.1,34.0
1760,58071,1.3,30.5
1760,75255,1.9,40.0
1760,79403,1.4,25.0
1760,85144,0.7,38.5
1760,119902,1.9,30.5
1760,121349,1.4,44.0
1760,130034,1.0,39.5
1760,135400,0.7,28.0
1760,135471,1.7,41.5
1760,141377,1.4,19.5
1760,149741,1.3,29.0
1760,159954,1.8,37.5
1760,164944,1.7,32.0
1760,174745,0.7,33.0
1760,183057,1.0,30.0
1760,188278,0.9,31.5
1760,228021,1.6,38.5
1760,248581,0.6,39.0
1760,258587,1.4,40.0
1760,273346,1.6,41.0
1760,275674,1.8,22.5
1760,277880,1.0,34.0
1760,281636,1.7,44.0
1760,285315,0.7,43.0
1760,287040,1.8,34.0
1760,293824,0.7,32.0
1760,294655,1.1,38.5
1760,295075,1.7,34.5
1760,298034,0.7,41.0
1760,301967,0.8,31.0
1760,303521,1.6,38.0
1760,303985,1.6,35.5
1760,306646,1.5,21.5
1760,329659,1.5,22.5
1760,331358,1.3,41.5
1760,334441,0.9,19.0
1760,335764,1.0,43.0
1760,342007,0.8,42.5
1760,348807,1.9,38.5
1760,351336,1.4,33.5
1760,358182,1.1,37.0
1760,383723,1.2,39.0
1760,384203,1.9,37.5
1760,391249,0.7,40.0
1760,396655,1.4,19.0
1760,398349,1.3,43.5
1760,402961,1.4,35.5
1760,406682,0.5,43.0
1760,411971,1.8,33.5
1760,442132,1.9,29.5
1760,484897,1.3,36.5
1760,537081,1.5,38.0
1760,544253,1.9,39.0
1760,596288,1.6,35.0
1760,623840,0.7,41.5
1760,637665,1.4,22.5
1760,639053,1.4,37.0
1761,596288,4.8,40.0
1761,623840,6.6,38.5
1761,637665,7.6,25.0
1761,639053,7.6,31.5
1761,677186,5.0,35.5
1761,1045203,3.1,39.0
1761,1268696,7.9,17.5
1761,1398979,7.1,39.0
1761,1721270,3.2,15.0
1761,1773377,7.6,36.0
1761,1926668,7.3,29.5
1761,1970390,5.4,40.0
1761,2010232,5.8,37.5
1761,2057803,4.7,32.0
1761,2139353,2.8,35.0
1761,2148681,4.3,35.5
1761,2318055,6.9,35.0
1761,2369415,2.5,40.0
1761,2432796,4.3,33.5
1761,2494700,4.7,43.0
1761,2522927,5.5,32.5
1761,2569324,7.6,33.0
1761,2574990,4.4,24.5
1761,2584873,4.4,32.5
1761,2601889,6.6,40.0
1761,2642616,5.0,29.0
1761,2642935,3.7,42.5
1761,2654628,5.0,34.5
1761,2680312,3.3,43.0
1761,24734,3.5,27.5
1761,46844,5.2,32.0
1761,58071,4.8,38.0
1761,75255,7.5,44.0
1761,85144,4.5,39.0
1761,119902,5.7,32.5
1761,121349,6.0,34.0
1761,130034,2.6,39.0
1761,135400,6.1,23.0
1761,135471,3.5,42.5
1761,141377,7.8,26.5
1761,149741,3.3,32.0
1761,164944,4.8,31.0
1761,174745,3.0,34.0
1761,183057,8.0,32.0
1761,188278,5.3,36.0
1761,228021,5.8,42.5
1761,248581,2.9,43.5
1761,258587,6.6,41.5
1761,273346,3.7,42.0
1761,281636,7.4,39.0
1761,285315,3.6,42.5
1761,287040,3.5,38.5
1761,293824,2.7,29.5
1761,294655,5.1,38.5
1761,295075,5.6,32.5
1761,298034,2.9,34.0
1761,301967,6.8,18.5
1761,303521,5.0,40.0
1761,303985,5.4,40.0
1761,306646,4.9,27.5
1761,329659,4.7,25.0
1761,331358,5.6,43.5
1761,334441,3.4,22.5
1761,335764,3.5,43.5
1761,342007,7.2,44.0
1761,348807,7.7,40.0
1761,351336,4.6,27.0
1761,358182,4.0,38.0
1761,383723,6.0,37.5
1761,384203,4.7,37.0
1761,391249,2.6,41.0
1761,396655,3.4,27.0
1761,398349,6.4,37.0
1761,402961,6.1,35.5
1761,406682,2.6,42.5
1761,411971,3.7,33.0
1761,442132,3.8,38.5
1761,484897,6.2,31.0
1761,537081,2.6,14.0
1761,544253,3.1,34.0
1762,24734,1.7,24.0
1762,46844,0.8,36.5
1762,58071,1.5,38.0
1762,75255,0.9,44.0
1762,85144,0.6,40.0
1762,121349,0.9,43.0
1762,130034,1.6,35.0
1762,135400,1.8,21.5
1762,135471,1.7,44.0
1762,141377,1.1,19.5
1762,149741,1.5,39.0
1762,164944,0.8,31.0
1762,174745,0.9,33.5
1762,183057,1.8,35.0
1762,188278,0.5,33.5
1762,228021,0.6,40.0
1762,248581,0.8,45.0
1762,258587,0.5,39.5
1762,273346,0.8,42.0
1762,281636,1.4,44.0
1762,285315,1.1,43.5
1762,287040,1.8,36.5
1762,293824,1.7,30.0
1762,294655,1.0,39.0
1762,295075,0.9,32.0
1762,298034,1.1,32.0
1762,301967,1.4,29.0
1762,303521,0.9,42.5
1762,303985,1.4,44.0
1762,306646,1.1,27.5
1762,329659,1.3,19.0
1762,331358,1.2,43.0
1762,334441,0.9,22.5
1762,335764,1.9,45.0
1762,342007,1.6,38.0
1762,348807,0.7,35.0
1762,351336,1.8,39.5
1762,358182,1.2,36.5
1762,383723,1.8,42.5
1762,384203,1.7,42.5
1762,391249,1.1,39.5
1762,396655,0.5,20.0
1762,398349,0.9,36.5
1762,402961,1.3,35.5
1762,406682,1.5,43.0
1762,411971,0.9,37.5
1762,442132,0.7,36.5
1762,484897,1.8,18.5
1762,537081,2.0,33.0
1762,544253,1.3,36.0
1762,596288,0.8,39.0
1762,623840,0.9,38.5
1762,637665,0.5,24.0
1762,639053,1.9,31.5
1762,677186,0.7,30.0
1762,1045203,1.4,39.5
1762,1268696,0.9,32.5
1762,1721270,1.3,34.0
1762,1773377,1.5,37.0
1762,1926668,1.7,29.0
1762,1970390,0.8,40.0
1762,2010232,0.5,43.0
1762,2057803,0.7,26.5
1762,2139353,1.9,33.0
1762,2148681,1.8,39.0
1762,2318055,1.4,38.5
1762,2432796,1.4,31.5
1762,2494700,1.5,44.0
1762,2522927,0.8,33.0
1762,2569324,1.9,40.0
1762,2574990,1.1,30.5
1762,2584873,1.1,30.5
1762,2601889,1.3,38.5
1762,2642616,0.6,30.0
1762,2642935,0.7,41.5
1762,2654628,1.6,37.0
1762,2680312,0.6,42.5
14984,1436591,1.4,19.2
14984,1493476,0.9,18.8
14984,1521540,1.1,20.8
14984,1536591,0.9,17.5
14984,1730702,1.0,15.0
14984,1753965,1.6,19.8
14984,1770733,0.9,20.0
14984,1771053,1.3,15.0
14984,1789199,1.2,14.2
