id_site,course_code,activity_type,week_from
877156,AAA,resource,0
877219,CCC,resource,0
877028,NNN,glossary,0
877259,BBB,resource,0
877060,EEE,oucontent,0
1027118,LLL,url,0
877093,JJJ,oucontent,0
877153,FFF,resource,0
877216,GGG,resource,0
877023,DDD,forumng,0
877255,GGG,resource,0
877057,KKK,oucontent,0
877422,HHH,dataplus,0
877090,KKK,oucontent,0
877150,AAA,resource,0
877213,OOO,resource,0
877011,FFF,forumng,0
877252,HHH,resource,0
877054,EEE,oucontent,0
877404,DDD,url,0
877087,BBB,oucontent,0
877147,FFF,resource,0
877210,FFF,resource,0
877246,KKK,resource,0
877051,OOO,oucontent,0
877399,AAA,url,0
877084,III,oucontent,0
877144,LLL,resource,0
877207,KKK,resource,0
877243,FFF,resource,0
877048,MMM,oucontent,0
877396,CCC,url,0
877080,DDD,oucontent,0
877141,LLL,resource,0
877199,KKK,resource,0
877240,DDD,resource,0
877045,CCC,oucontent,1
877393,JJJ,url,0
877077,CCC,oucontent,0
877196,OOO,resource,0
877236,CCC,resource,0
877042,DDD,oucontent,0
877386,GGG,url,0
877074,DDD,oucontent,0
877138,III,resource,0
877187,AAA,resource,0
877231,HHH,resource,0
877039,GGG,oucontent,0
877383,BBB,url,0
877071,HHH,oucontent,0
877134,AAA,subpage,0
877182,KKK,resource,0
877228,LLL,resource,0
877036,III,oucontent,0
877379,III,oucollaborate,0
877068,BBB,oucontent,0
877129,GGG,subpage,0
877168,OOO,resource,0
877224,NNN,resource,0
877033,JJJ,oucontent,0
877264,CCC,resource,0
877065,GGG,oucontent,0
877099,LLL,oucontent,0
877158,JJJ,resource,0
877221,III,resource,0
877030,DDD,homepage,0
877261,LLL,resource,0
877062,AAA,oucontent,0
1072236,BBB,resource,0
877095,AAA,oucontent,0
877155,NNN,resource,0
877218,LLL,resource,0
877026,EEE,forumng,0
877258,EEE,resource,0
877059,KKK,oucontent,0
1010323,GGG,resource,0
877092,III,oucontent,0
877152,III,resource,0
877215,CCC,resource,0
877015,CCC,forumng,0
877254,CCC,resource,0
877056,DDD,oucontent,0
877421,HHH,dataplus,0
877089,FFF,oucontent,0
877149,HHH,resource,0
877212,AAA,resource,0
877248,HHH,resource,0
877053,DDD,oucontent,0
877403,KKK,url,0
877086,AAA,oucontent,0
877146,HHH,resource,0
877209,DDD,resource,0
877245,FFF,resource,0
877050,HHH,oucontent,0
877398,DDD,url,0
877082,NNN,oucontent,0
877143,CCC,resource,0
877206,NNN,resource,0
877242,III,resource,0
877047,CCC,oucontent,0
877395,III,url,0
877079,MMM,oucontent,0
877198,BBB,resource,0
877238,NNN,resource,0
877044,BBB,oucontent,1
877392,BBB,url,0
877076,FFF,oucontent,0
877140,CCC,resource,0
877195,MMM,resource,0
877234,III,resource,0
877041,DDD,oucontent,0
877385,AAA,url,0
877073,DDD,oucontent,0
877137,AAA,resource,0
877186,NNN,resource,0
877230,EEE,resource,0
877038,DDD,oucontent,0
877381,HHH,url,0
877070,HHH,oucontent,0
877133,GGG,subpage,0
877180,CCC,resource,0
877227,AAA,resource,0
877035,AAA,oucontent,0
877266,LLL,resource,0
877067,KKK,oucontent,0
877128,CCC,subpage,0
543306,FFF,resource,0
542803,GGG,forumng,0
543170,FFF,resource,0
543040,NNN,subpage,0
543202,NNN,resource,0
543074,FFF,subpage,0
543236,FFF,resource,0
543106,MMM,resource,0
543274,CCC,resource,0
543138,FFF,resource,0
542799,HHH,forumng,0
543167,KKK,resource,0
543037,KKK,url,0
543199,BBB,resource,0
543071,EEE,subpage,0
543233,NNN,resource,0
543103,AAA,resource,0
543271,LLL,resource,0
543135,OOO,resource,0
543303,AAA,resource,0
542796,EEE,forumng,0
543164,LLL,resource,0
543031,MMM,url,0
543196,CCC,resource,0
543067,DDD,subpage,0
543230,CCC,resource,0
543100,AAA,resource,0
543268,AAA,resource,0
543132,LLL,resource,0
543300,LLL,resource,0
542792,NNN,forumng,0
543161,MMM,resource,0
543027,NNN,url,0
543193,EEE,resource,0
543063,FFF,subpage,0
543227,CCC,resource,0
543097,LLL,resource,0
543259,III,resource,0
543265,EEE,resource,0
543129,HHH,resource,0
543297,MMM,resource,0
543158,AAA,resource,0
543024,NNN,url,0
543190,EEE,resource,0
543060,OOO,subpage,0
543224,CCC,resource,0
543094,LLL,resource,0
543256,AAA,resource,0
543262,DDD,resource,0
543126,OOO,resource,0
543294,MMM,resource,0
543155,EEE,resource,0
543021,GGG,url,0
543187,AAA,resource,0
543057,CCC,subpage,0
543221,BBB,resource,0
543091,III,resource,0
543253,JJJ,resource,0
543123,OOO,resource,0
543291,FFF,resource,0
543152,JJJ,resource,0
542894,CCC,quiz,0
543184,HHH,resource,0
543054,NNN,subpage,0
543217,HHH,resource,0
543088,BBB,resource,0
543250,OOO,resource,0
543120,FFF,resource,0
543288,GGG,resource,0
543324,BBB,ouelluminate,0
542891,OOO,quiz,0
543181,KKK,resource,0
543051,JJJ,subpage,0
543213,BBB,resource,0
543085,JJJ,resource,0
543247,AAA,resource,0
543117,HHH,resource,0
543285,AAA,resource,0
543149,III,resource,0
543314,KKK,resource,0
542812,FFF,glossary,0
543178,GGG,resource,0
543048,MMM,subpage,0
543210,JJJ,resource,0
543082,GGG,resource,0
543244,JJJ,resource,0
543114,CCC,resource,0
543282,BBB,resource,0
543146,III,resource,0
543311,HHH,resource,0
542808,MMM,forumng,0
543175,LLL,resource,0
543045,JJJ,subpage,0
543207,GGG,resource,0
543079,III,resource,0
543241,DDD,resource,0
543111,MMM,resource,0
543279,DDD,resource,0
543143,AAA,resource,0
543308,HHH,resource,0
542805,NNN,forumng,0
543172,NNN,resource,0
543042,LLL,subpage,0
543204,CCC,resource,0
543076,GGG,subpage,0
543238,OOO,resource,0
543108,LLL,resource,0
543276,BBB,resource,0
543140,BBB,resource,0
542802,GGG,forumng,0
543169,OOO,resource,0
543039,FFF,subpage,0
543201,CCC,resource,0
543073,III,subpage,0
543235,JJJ,resource,0
543105,OOO,resource,0
543273,NNN,resource,0
543137,MMM,resource,0
543305,FFF,resource,0
542798,JJJ,forumng,0
543166,JJJ,resource,0
543036,FFF,url,0
543198,AAA,resource,0
543069,DDD,subpage,0
543232,JJJ,resource,0
543102,FFF,resource,0
543270,OOO,resource,0
543134,FFF,resource,0
543302,KKK,resource,0
542795,LLL,forumng,0
543163,EEE,resource,0
543029,AAA,url,0
543195,HHH,resource,0
543066,EEE,subpage,0
543229,LLL,resource,0
543099,LLL,resource,0
543261,LLL,resource,0
543267,EEE,resource,0
543131,GGG,resource,0
543299,DDD,resource,0
543160,FFF,resource,0
543026,MMM,url,0
543192,DDD,resource,0
543062,NNN,subpage,0
543226,OOO,resource,0
543096,CCC,resource,0
543258,GGG,resource,0
543264,HHH,resource,0
543128,DDD,resource,0
543296,MMM,resource,0
543157,BBB,resource,0
543023,LLL,url,0
543189,JJJ,resource,0
543059,NNN,subpage,0
543223,CCC,resource,0
543093,AAA,resource,0
543255,HHH,resource,0
543125,OOO,resource,0
543293,CCC,resource,0
543154,LLL,resource,0
543020,JJJ,url,0
543186,GGG,resource,0
543056,JJJ,subpage,0
543220,EEE,resource,0
543090,JJJ,resource,0
543252,EEE,resource,0
543122,NNN,resource,0
543290,GGG,resource,0
542893,OOO,quiz,0
543183,III,resource,0
543053,LLL,subpage,0
543215,EEE,resource,0
543087,AAA,resource,0
543249,JJJ,resource,0
543119,JJJ,resource,0
543287,AAA,resource,0
543151,OOO,resource,0
543322,BBB,sharedsubpage,0
542889,NNN,oucontent,0
543180,FFF,resource,0
543050,III,subpage,0
543212,HHH,resource,0
543084,MMM,resource,0
543246,EEE,resource,0
543116,AAA,resource,0
543284,MMM,resource,0
543148,GGG,resource,0
543313,OOO,resource,0
542811,EEE,forumng,0
543177,FFF,resource,0
543047,MMM,subpage,0
543209,GGG,resource,0
543081,CCC,resource,0
543243,LLL,resource,0
543113,JJJ,resource,0
543281,CCC,resource,0
543145,EEE,resource,0
543310,FFF,resource,0
542807,III,forumng,0
543174,MMM,resource,0
543044,NNN,subpage,0
543206,LLL,resource,0
543078,EEE,resource,0
543240,OOO,resource,0
543110,AAA,resource,0
543278,NNN,resource,0
543142,NNN,resource,0
543307,NNN,resource,0
542804,DDD,forumng,0
543171,EEE,resource,0
543041,LLL,subpage,0
543203,JJJ,resource,0
543075,JJJ,subpage,0
543237,EEE,resource,0
543107,GGG,resource,0
543275,DDD,resource,0
543139,AAA,resource,0
542800,NNN,forumng,0
543168,NNN,resource,0
543038,EEE,url,0
543200,GGG,resource,0
543072,JJJ,subpage,0
543234,JJJ,resource,0
543104,FFF,resource,0
543272,EEE,resource,0
543136,DDD,resource,0
543304,BBB,resource,0
542797,DDD,forumng,0
543165,OOO,resource,0
543032,JJJ,url,0
543197,JJJ,resource,0
543068,CCC,subpage,0
543231,JJJ,resource,0
543101,AAA,resource,0
543269,HHH,resource,0
543133,EEE,resource,0
543301,MMM,resource,0
542794,DDD,forumng,0
543162,HHH,resource,0
543028,GGG,url,0
543194,BBB,resource,0
543065,AAA,subpage,0
543228,LLL,resource,0
543098,KKK,resource,0
543260,DDD,resource,0
543266,HHH,resource,0
543130,LLL,resource,0
543298,BBB,resource,0
543159,CCC,resource,0
543025,LLL,url,0
543191,AAA,resource,0
543061,AAA,subpage,0
543225,MMM,resource,0
543095,CCC,resource,0
543257,KKK,resource,0
543263,EEE,resource,0
543127,LLL,resource,0
543295,CCC,resource,0
543156,AAA,resource,0
543022,AAA,url,0
543188,HHH,resource,0
543058,JJJ,subpage,0
543222,KKK,resource,0
543092,LLL,resource,0
543254,MMM,resource,0
543124,MMM,resource,0
543292,LLL,resource,0
543153,OOO,resource,0
542895,NNN,quiz,0
543185,BBB,resource,0
543055,MMM,subpage,0
543218,CCC,resource,0
543089,BBB,resource,0
543251,CCC,resource,0
543121,GGG,resource,0
543289,AAA,resource,0
542892,JJJ,quiz,0
543182,HHH,resource,0
543052,MMM,subpage,0
543214,JJJ,resource,0
543086,JJJ,resource,0
543248,JJJ,resource,0
543118,NNN,resource,0
543286,BBB,resource,0
543150,CCC,resource,0
543315,III,resource,0
542864,GGG,homepage,0
543179,DDD,resource,0
543049,JJJ,subpage,0
543211,EEE,resource,0
543083,BBB,resource,0
543245,MMM,resource,0
543115,KKK,resource,0
543283,MMM,resource,0
543147,HHH,resource,0
543312,DDD,resource,0
542810,III,forumng,0
543176,EEE,resource,0
543046,MMM,subpage,0
543208,III,resource,0
543080,DDD,resource,0
543242,JJJ,resource,0
543112,EEE,resource,0
543280,III,resource,0
543144,HHH,resource,0
543309,CCC,resource,0
542806,AAA,forumng,0
543173,CCC,resource,0
543043,DDD,subpage,0
543205,BBB,resource,0
543077,AAA,subpage,0
543239,GGG,resource,0
543109,HHH,resource,0
543277,GGG,resource,0
543141,NNN,resource,0
703732,EEE,forumng,0
704084,LLL,resource,9
703951,AAA,subpage,11
704116,GGG,resource,22
703986,MMM,resource,0
704148,GGG,resource,0
704018,III,resource,0
704180,CCC,resource,0
704050,III,resource,0
704212,NNN,resource,0
704081,AAA,resource,6
703948,AAA,subpage,8
704113,NNN,resource,19
703983,DDD,resource,0
704145,III,resource,0
704015,FFF,resource,0
704177,MMM,resource,0
704047,KKK,resource,0
704209,CCC,resource,0
703729,AAA,forumng,0
704078,DDD,resource,4
703945,LLL,subpage,4
704110,MMM,resource,15
703979,III,resource,0
704142,CCC,resource,0
704012,LLL,resource,0
704174,III,resource,0
704044,GGG,resource,0
704206,LLL,resource,0
703726,NNN,forumng,0
703942,OOO,subpage,0
704107,DDD,resource,14
703974,CCC,subpage,0
704139,JJJ,resource,0
704009,OOO,resource,0
704171,EEE,resource,0
704041,EEE,resource,0
704203,CCC,resource,0
703722,LLL,forumng,0
704075,III,resource,4
704238,DDD,url,25
703939,KKK,subpage,0
704104,EEE,resource,14
703971,DDD,subpage,0
704136,EEE,resource,0
704006,GGG,resource,0
704168,III,resource,0
704038,GGG,resource,0
704200,MMM,resource,0
704071,EEE,resource,1
703901,JJJ,oucontent,0
704101,JJJ,resource,0
703968,GGG,subpage,0
704133,NNN,resource,0
704003,OOO,resource,0
704165,JJJ,resource,0
704035,EEE,resource,0
704197,CCC,resource,0
704067,GGG,resource,0
704235,MMM,url,20
703897,KKK,quiz,0
704098,KKK,resource,0
703965,BBB,subpage,27
704130,OOO,resource,0
704000,LLL,resource,0
704162,III,resource,0
704032,JJJ,resource,0
704194,JJJ,resource,0
704064,LLL,resource,0
704232,AAA,url,16
703894,MMM,quiz,0
704095,FFF,resource,0
703962,GGG,subpage,24
704127,NNN,resource,0
703997,MMM,resource,0
704159,HHH,resource,0
704029,JJJ,resource,0
704191,III,resource,0
704061,BBB,resource,0
704228,KKK,url,3
703740,JJJ,forumng,0
704092,BBB,resource,0
703959,EEE,subpage,21
704124,MMM,resource,0
703994,EEE,resource,0
704156,FFF,resource,0
704026,CCC,resource,0
704188,HHH,resource,0
704058,MMM,resource,0
704224,AAA,url,0
703737,FFF,forumng,0
704089,DDD,resource,0
703956,AAA,subpage,18
704121,OOO,resource,26
703991,GGG,resource,0
704153,III,resource,0
704023,MMM,resource,0
704185,DDD,resource,0
704055,DDD,resource,0
704218,FFF,resource,0
703734,LLL,forumng,0
704086,OOO,resource,10
703953,CCC,subpage,14
704118,MMM,resource,24
703988,LLL,resource,0
704150,FFF,resource,0
704020,GGG,resource,0
704182,KKK,resource,0
704052,JJJ,resource,0
704214,JJJ,resource,0
704083,CCC,resource,8
703950,GGG,subpage,10
704115,NNN,resource,21
703985,CCC,resource,0
704147,MMM,resource,0
704017,MMM,resource,0
704179,BBB,resource,0
704049,LLL,resource,0
704211,NNN,resource,0
703731,JJJ,forumng,0
704080,DDD,resource,5
703947,LLL,subpage,6
704112,HHH,resource,18
703982,MMM,resource,0
704144,OOO,resource,0
704014,III,resource,0
704176,GGG,resource,0
704046,AAA,resource,0
704208,CCC,resource,0
703728,MMM,forumng,0
703944,LLL,subpage,2
704109,NNN,resource,15
703977,III,subpage,0
704141,OOO,resource,0
704011,LLL,resource,0
704173,AAA,resource,0
704043,III,resource,0
704205,HHH,resource,0
703725,AAA,forumng,0
704077,FFF,resource,4
704240,EEE,url,28
703941,FFF,subpage,0
704106,JJJ,resource,14
703973,LLL,subpage,0
704138,MMM,resource,0
704008,MMM,resource,0
704170,MMM,resource,0
704040,OOO,resource,0
704202,EEE,resource,0
703721,FFF,homepage,0
704074,EEE,resource,2
703933,KKK,sharedsubpage,0
704103,LLL,resource,14
703970,EEE,subpage,0
704135,DDD,resource,0
704005,CCC,resource,0
704167,CCC,resource,0
704037,DDD,resource,0
704199,III,resource,0
704069,BBB,resource,0
704237,OOO,url,23
703900,III,oucontent,1
704100,AAA,resource,0
703967,NNN,subpage,0
704132,OOO,resource,0
704002,OOO,resource,0
704164,AAA,resource,0
704034,EEE,resource,0
704196,FFF,resource,0
704066,FFF,resource,0
704234,CCC,url,16
703896,GGG,quiz,0
704097,III,resource,0
703964,KKK,subpage,26
704129,LLL,resource,0
703999,JJJ,resource,0
704161,HHH,resource,0
704031,FFF,resource,0
704193,LLL,resource,0
704063,HHH,resource,0
704231,LLL,url,15
703742,EEE,glossary,0
704094,HHH,resource,0
703961,JJJ,subpage,23
704126,LLL,resource,0
703996,DDD,resource,0
704158,JJJ,resource,0
704028,HHH,resource,0
704190,JJJ,resource,0
704060,LLL,resource,0
704227,BBB,url,0
703739,LLL,forumng,0
704091,LLL,resource,0
703958,EEE,subpage,20
704123,III,resource,0
703993,DDD,resource,0
704155,KKK,resource,0
704025,FFF,resource,0
704187,OOO,resource,0
704057,AAA,resource,0
704222,III,oucollaborate,0
703736,AAA,forumng,0
704088,EEE,resource,13
703955,DDD,subpage,16
704120,MMM,resource,25
703990,LLL,resource,0
704152,MMM,resource,0
704022,MMM,resource,0
704184,NNN,resource,0
704054,CCC,resource,0
704217,MMM,resource,1
703733,FFF,forumng,0
704085,BBB,resource,9
703952,CCC,subpage,13
704117,EEE,resource,23
703987,OOO,resource,0
704149,III,resource,0
704019,BBB,resource,0
704181,JJJ,resource,0
704051,HHH,resource,0
704213,NNN,resource,0
704082,BBB,resource,8
703949,KKK,subpage,9
704114,MMM,resource,20
703984,EEE,resource,0
704146,GGG,resource,0
704016,HHH,resource,0
704178,AAA,resource,0
704048,FFF,resource,0
704210,AAA,resource,0
703730,BBB,forumng,0
704079,OOO,resource,5
703946,AAA,subpage,5
704111,KKK,resource,16
703981,EEE,resource,0
704143,JJJ,resource,0
704013,OOO,resource,0
704175,III,resource,0
704045,FFF,resource,0
704207,KKK,resource,0
703727,KKK,forumng,0
703943,AAA,subpage,1
704108,MMM,resource,15
703975,AAA,subpage,0
704140,BBB,resource,0
704010,III,resource,0
704172,CCC,resource,0
704042,OOO,resource,0
704204,AAA,resource,0
703723,EEE,forumng,0
704076,GGG,resource,4
704239,FFF,url,27
703940,LLL,subpage,0
704105,AAA,resource,14
703972,EEE,subpage,0
704137,OOO,resource,0
704007,EEE,resource,0
704169,FFF,resource,0
704039,CCC,resource,0
704201,EEE,resource,0
704073,GGG,resource,2
703902,EEE,oucontent,0
704102,EEE,resource,14
703969,EEE,subpage,0
704134,JJJ,resource,0
704004,JJJ,resource,0
704166,CCC,resource,0
704036,AAA,resource,0
704198,EEE,resource,0
704068,NNN,resource,0
704236,III,url,22
703898,NNN,quiz,0
704099,AAA,resource,0
703966,CCC,subpage,28
704131,MMM,resource,0
704001,MMM,resource,0
704163,DDD,resource,0
704033,NNN,resource,0
704195,AAA,resource,0
704065,AAA,resource,0
704233,HHH,url,16
703895,BBB,quiz,0
704096,LLL,resource,0
703963,OOO,subpage,25
704128,HHH,resource,0
703998,GGG,resource,0
704160,JJJ,resource,0
704030,JJJ,resource,0
704192,BBB,resource,0
704062,FFF,resource,0
704229,FFF,url,0
703741,CCC,forumng,0
704093,KKK,resource,0
703960,BBB,subpage,22
704125,LLL,resource,28
703995,AAA,resource,0
704157,FFF,resource,0
704027,LLL,resource,0
704189,EEE,resource,0
704059,NNN,resource,0
704226,NNN,url,0
703738,KKK,forumng,0
704090,III,resource,0
703957,AAA,subpage,19
704122,OOO,resource,27
703992,OOO,resource,0
704154,GGG,resource,0
704024,OOO,resource,0
704186,EEE,resource,0
704056,EEE,resource,0
704221,NNN,oucollaborate,0
703735,BBB,forumng,0
704087,KKK,resource,11
703954,CCC,subpage,15
704119,GGG,resource,0
703989,FFF,resource,0
704151,LLL,resource,0
704021,BBB,resource,0
704183,FFF,resource,0
704053,BBB,resource,0
704215,BBB,resource,1
768516,BBB,resource,0
768377,NNN,quiz,0
768549,OOO,resource,0
768417,KKK,subpage,27
768585,CCC,resource,0
768451,OOO,resource,0
768624,BBB,resource,0
768484,DDD,resource,0
768656,III,resource,0
768513,FFF,resource,0
768349,AAA,forumng,0
768546,HHH,resource,0
768414,OOO,subpage,23
768582,LLL,resource,0
768448,NNN,resource,0
768615,GGG,resource,0
768621,JJJ,resource,0
768481,CCC,resource,0
768653,AAA,resource,0
768786,EEE,url,27
768345,MMM,forumng,0
768543,DDD,resource,0
768411,JJJ,subpage,19
768579,HHH,resource,0
768445,AAA,resource,0
768612,JJJ,resource,0
768618,AAA,resource,28
768478,LLL,resource,4
768650,DDD,resource,27
768510,HHH,resource,0
768780,EEE,url,0
768341,BBB,forumng,0
768540,FFF,resource,0
768408,EEE,subpage,15
768574,BBB,resource,0
768442,MMM,resource,0
768609,NNN,resource,0
768475,KKK,resource,1
768647,KKK,resource,0
768507,KKK,resource,0
768777,CCC,url,15
768338,OOO,forumng,0
768537,III,resource,0
768405,GGG,subpage,12
768571,GGG,resource,0
768439,OOO,resource,0
768606,KKK,resource,0
768472,FFF,resource,1
768644,HHH,resource,0
768504,DDD,resource,0
768774,HHH,url,15
768335,DDD,forumng,0
768534,HHH,resource,0
768402,III,subpage,8
768568,CCC,resource,0
768436,CCC,resource,0
768602,KKK,resource,0
768468,MMM,resource,0
768641,BBB,resource,0
768501,MMM,resource,0
768771,JJJ,url,0
768332,CCC,forumng,0
768531,CCC,resource,0
768399,EEE,subpage,4
768565,EEE,resource,0
768433,BBB,resource,0
768599,LLL,resource,0
768465,JJJ,resource,0
768638,MMM,resource,0
768498,FFF,resource,0
768528,EEE,resource,0
768396,FFF,subpage,1
768561,AAA,resource,0
768430,EEE,subpage,0
768596,III,resource,0
768462,LLL,resource,0
768635,JJJ,resource,0
768495,NNN,resource,0
768667,BBB,resource,0
768525,AAA,resource,0
768393,NNN,subpage,0
768558,JJJ,resource,0
